"Source","Term_ID","Term_Name","GeneRatio","BgRatio","P_value","FDR","Q_value","Genes","Count","Comparison"
"GO_BP","GO:0050672","negative regulation of lymphocyte proliferation","10/722","88/18870",0.00193429330651906,0.0163197543658409,0.0121418374466995,"VSIG4/SDC4/LILRB4/GPNMB/PRKAR1A/TNFRSF21/HLA-DRB1/LGALS9/LILRB1/HAVCR2",10,"EOD_vs_CN"
"GO_BP","GO:0002011","morphogenesis of an epithelial sheet","8/722","60/18870",0.00194801039000617,0.0163497358994257,0.0121641435978234,"JAG1/CCN1/MEGF8/CD44/MMP12/TMEFF2/NOTCH1/LRG1",8,"EOD_vs_CN"
"GO_BP","GO:0007566","embryo implantation","8/722","60/18870",0.00194801039000617,0.0163497358994257,0.0121641435978234,"SOD1/SPP1/TPPP3/FKBP4/VEGFA/TIMP1/BSG/STC2",8,"EOD_vs_CN"
"GO_BP","GO:0071709","membrane assembly","8/722","60/18870",0.00194801039000617,0.0163497358994257,0.0121641435978234,"NRXN2/NLGN1/NLGN4X/NRXN1/SIRT2/PTPRD/EPHB2/NLGN2",8,"EOD_vs_CN"
"GO_BP","GO:0051651","maintenance of location in cell","19/722","237/18870",0.00198511621572008,0.0166322410712936,0.012374326410492,"PARK7/CALM1/FKBP1A/TMSB4X/TMSB10/HK1/TXN/CCL3/ABL1/SKP1/CX3CL1/THY1/GSTO1/TWF2/HSPA5/CALM3/CORO1A/CAMK2D/SNCA",19,"EOD_vs_CN"
"GO_BP","GO:0001890","placenta development","14/722","151/18870",0.00199794002265251,0.0167106733957036,0.0124326797724486,"SOD1/PRDX3/MAPK1/SPP1/TPPP3/CCN1/HTRA1/ANG/EGFR/PDGFB/CTSB/BSG/ADM/STC2",14,"EOD_vs_CN"
"GO_BP","GO:0002695","negative regulation of leukocyte activation","17/722","202/18870",0.00201327194375785,0.0168097757795422,0.0125064115828775,"VSIG4/SDC4/LILRB4/CX3CL1/GPNMB/PRKAR1A/CD200/TNFRSF21/SFRP1/CNR1/HLA-DRB1/LGALS9/TYRO3/MILR1/LDLR/LILRB1/HAVCR2",17,"EOD_vs_CN"
"GO_BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","15/722","168/18870",0.00204008129077254,0.0170042008795653,0.0126510631448507,"MIF/LRP8/ABL1/RELN/CD44/GH1/EPHA4/EFNA5/VEGFA/IL6ST/KIT/PDGFB/BMP6/GPRC5B/ACE",15,"EOD_vs_CN"
"GO_BP","GO:0046348","amino sugar catabolic process","4/722","15/18870",0.00207002861059251,0.0171944200941815,0.0127925855434932,"CHI3L1/CHIT1/CHI3L2/ALDH1A1",4,"EOD_vs_CN"
"GO_BP","GO:0061684","chaperone-mediated autophagy","4/722","15/18870",0.00207002861059251,0.0171944200941815,0.0127925855434932,"HSP90AA1/HSPA8/GFAP/SNCA",4,"EOD_vs_CN"
"GO_BP","GO:0006887","exocytosis","25/722","349/18870",0.00207913019400517,0.0172403476224552,0.0128267554562337,"ITGB2/PFN2/SYN1/SCRN1/ITGAM/CCL3/SDC4/CHGA/NLGN1/FCGR3A/MIA3/LGALS9/LAMP1/YKT6/MILR1/NSF/CPLX2/CSPG5/NOTCH1/KIT/FGB/CORO1A/FGG/FGA/SNCA",25,"EOD_vs_CN"
"GO_BP","GO:0033138","positive regulation of peptidyl-serine phosphorylation","11/722","104/18870",0.00210161036593014,0.0173752464963348,0.0129271197240819,"MIF/PARK7/PFN2/TXN/HSP90AA1/CD44/BDNF/VEGFA/NTRK3/EGFR/SNCA",11,"EOD_vs_CN"
"GO_BP","GO:0014910","regulation of smooth muscle cell migration","10/722","89/18870",0.00210619958565186,0.0173752464963348,0.0129271197240819,"NDRG4/IGFBP5/PLXNA1/IGFBP3/CORO1B/TPM1/PDGFB/AIF1/SEMA6D/ACE",10,"EOD_vs_CN"
"GO_BP","GO:0032945","negative regulation of mononuclear cell proliferation","10/722","89/18870",0.00210619958565186,0.0173752464963348,0.0129271197240819,"VSIG4/SDC4/LILRB4/GPNMB/PRKAR1A/TNFRSF21/HLA-DRB1/LGALS9/LILRB1/HAVCR2",10,"EOD_vs_CN"
"GO_BP","GO:0003179","heart valve morphogenesis","8/722","61/18870",0.00216840948575001,0.0177971839765809,0.0132410396632533,"JAG1/CCN1/ROBO1/OLFM1/DCHS1/ROBO2/NOTCH1/TIE1",8,"EOD_vs_CN"
"GO_BP","GO:0022029","telencephalon cell migration","8/722","61/18870",0.00216840948575001,0.0177971839765809,0.0132410396632533,"LRP8/RELN/ROBO1/TNR/MDGA1/EGFR/CNTN2/CXCL12",8,"EOD_vs_CN"
"GO_BP","GO:0090497","mesenchymal cell migration","8/722","61/18870",0.00216840948575001,0.0177971839765809,0.0132410396632533,"SEMA7A/SEMA6B/SEMA3G/SEMA6A/TPBG/SEMA3E/SEMA6D/SEMA3C",8,"EOD_vs_CN"
"GO_BP","GO:0043277","apoptotic cell clearance","7/722","48/18870",0.00218912826118686,0.0178760287453262,0.013299699882284,"ADGRB1/GAS6/C4B/TYRO3/THBS1/MFGE8/C2",7,"EOD_vs_CN"
"GO_BP","GO:0099601","regulation of neurotransmitter receptor activity","7/722","48/18870",0.00218912826118686,0.0178760287453262,0.013299699882284,"RELN/LYNX1/NLGN1/SHISA7/EPHB2/NLGN2/SHISA6",7,"EOD_vs_CN"
"GO_BP","GO:1990089","response to nerve growth factor","7/722","48/18870",0.00218912826118686,0.0178760287453262,0.013299699882284,"MAPT/TAC1/BDNF/NTRK3/SORT1/DYNC1LI2/CORO1A",7,"EOD_vs_CN"
"GO_BP","GO:0010770","positive regulation of cell morphogenesis","6/722","36/18870",0.00224359782405819,0.0182590271482375,0.0135846492906053,"LRP8/RELN/EPHA4/CAMK2B/PTPRD/EPHB2",6,"EOD_vs_CN"
"GO_BP","GO:0016486","peptide hormone processing","6/722","36/18870",0.00224359782405819,0.0182590271482375,0.0135846492906053,"PCSK2/PCSK1/PCSK1N/SCG5/FURIN/ACE",6,"EOD_vs_CN"
"GO_BP","GO:0010954","positive regulation of protein processing","5/722","25/18870",0.00227153216595612,0.0182706903881737,0.0135933266983795,"ENO1/SPON1/MMP14/CLEC3B/CNTN2",5,"EOD_vs_CN"
"GO_BP","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","5/722","25/18870",0.00227153216595612,0.0182706903881737,0.0135933266983795,"IGFBP5/IGFBP2/GH1/IGFBP3/IGFBP1",5,"EOD_vs_CN"
"GO_BP","GO:0046697","decidualization","5/722","25/18870",0.00227153216595612,0.0182706903881737,0.0135933266983795,"SPP1/TPPP3/CTSB/BSG/STC2",5,"EOD_vs_CN"
"GO_BP","GO:0061339","establishment or maintenance of monopolar cell polarity","5/722","25/18870",0.00227153216595612,0.0182706903881737,0.0135933266983795,"FSCN1/MAP1B/NHERF1/MSN/FAT1",5,"EOD_vs_CN"
"GO_BP","GO:0071450","cellular response to oxygen radical","5/722","25/18870",0.00227153216595612,0.0182706903881737,0.0135933266983795,"SOD1/SOD2/PRDX1/FBLN5/MT3",5,"EOD_vs_CN"
"GO_BP","GO:0071451","cellular response to superoxide","5/722","25/18870",0.00227153216595612,0.0182706903881737,0.0135933266983795,"SOD1/SOD2/PRDX1/FBLN5/MT3",5,"EOD_vs_CN"
"GO_BP","GO:2000311","regulation of AMPA receptor activity","5/722","25/18870",0.00227153216595612,0.0182706903881737,0.0135933266983795,"RELN/NLGN1/SHISA7/NLGN2/SHISA6",5,"EOD_vs_CN"
"GO_BP","GO:0061138","morphogenesis of a branching epithelium","16/722","187/18870",0.0022780030333354,0.0182922506470493,0.0136093674519783,"PPP3R1/ABL1/MET/SFRP1/PLXNA1/DCHS1/VEGFA/CLIC4/MMP14/TNC/NOTCH1/SEMA3E/TIE1/ADM/COL4A1/SEMA3C",16,"EOD_vs_CN"
"GO_BP","GO:0006022","aminoglycan metabolic process","12/722","121/18870",0.00233181477804527,0.0186622522700605,0.0138846473036788,"CHI3L1/CHIT1/B4GAT1/BPNT2/LYVE1/CD44/CHI3L2/B3GNT2/PDGFB/CHST15/XYLT1/NDST1",12,"EOD_vs_CN"
"GO_BP","GO:0030278","regulation of ossification","12/722","121/18870",0.00233181477804527,0.0186622522700605,0.0138846473036788,"CCL3/MAPK1/CCN1/ECM1/SFRP1/MGP/BGLAP/NOTCH1/BMP6/NELL1/AHSG/FAM20C",12,"EOD_vs_CN"
"GO_BP","GO:0030072","peptide hormone secretion","19/722","241/18870",0.00239876976176929,0.0191606200260053,0.0142554310879019,"PARK7/VGF/PPP3CA/PTPRN2/CHGA/PTPRN/EPHA5/PRKAR1A/SFRP1/CNR1/CARTPT/EFNA5/HLA-DRB1/CCN3/FGB/IL1RN/FGG/NLGN2/FGA",19,"EOD_vs_CN"
"GO_BP","GO:0010631","epithelial cell migration","26/722","372/18870",0.00240202551092689,0.0191606200260053,0.0142554310879019,"GPI/TMSB4X/PFN2/SMOC2/SCG2/PFN1/ABL1/ADGRB1/PTPRG/FGFR1/ROBO1/MET/FAT2/MMRN2/MIA3/VEGFA/EFNB2/CCN3/NOTCH1/CORO1B/KIT/THBS1/PDGFB/CORO1A/HSPB1/LRG1",26,"EOD_vs_CN"
"GO_BP","GO:0042267","natural killer cell mediated cytotoxicity","9/722","76/18870",0.00241242467475826,0.0191801671834982,0.0142699741014488,"PRDX1/FCGR3A/LGALS9/LAMP1/PVR/CORO1A/LILRB1/CADM1/HAVCR2",9,"EOD_vs_CN"
"GO_BP","GO:0086001","cardiac muscle cell action potential","9/722","76/18870",0.00241242467475826,0.0191801671834982,0.0142699741014488,"YWHAE/CALM1/CACNA2D1/SCN3B/CALM3/BIN1/CXADR/CAMK2D/DSC2",9,"EOD_vs_CN"
"GO_BP","GO:1904062","regulation of monoatomic cation transmembrane transport","23/722","315/18870",0.00241892165783413,0.0192001906590584,0.0142848714938923,"YWHAE/CALM1/FKBP1A/PPP3CA/YWHAH/TMSB4X/PPP3R1/CACNA2D1/ABL1/CX3CL1/THY1/GLRX/GSTO1/SCN3B/CALM3/CTSS/BIN1/PCSK9/UBQLN1/CORO1A/CAB39/CAMK2D/SNCA",23,"EOD_vs_CN"
"GO_BP","GO:0061028","establishment of endothelial barrier","7/722","49/18870",0.00247125398676443,0.0195512651477461,0.014546069627012,"EZR/MSN/VEGFA/RDX/F11R/PTPRS/ICAM1",7,"EOD_vs_CN"
"GO_BP","GO:0098815","modulation of excitatory postsynaptic potential","7/722","49/18870",0.00247125398676443,0.0195512651477461,0.014546069627012,"RELN/NLGN1/PRKAR1B/NLGN4X/CBLN1/NRXN1/NLGN2",7,"EOD_vs_CN"
"GO_BP","GO:0002367","cytokine production involved in immune response","12/722","122/18870",0.0024985850702521,0.0197351416514511,0.0146828730719785,"MIF/TREM1/HK1/LILRB4/TNFRSF1B/B2M/SEMA7A/CD55/KIT/LILRB1/SPON2/GPRC5B",12,"EOD_vs_CN"
"GO_BP","GO:0007584","response to nutrient","14/722","155/18870",0.00254842681012373,0.0200631448379399,0.0149269062408037,"SOD2/SST/SPP1/MAP1B/IGFBP2/SFRP1/CNR1/GAS6/VCAM1/TNC/BGLAP/C2/PENK/STC2",14,"EOD_vs_CN"
"GO_BP","GO:0045807","positive regulation of endocytosis","14/722","155/18870",0.00254842681012373,0.0200631448379399,0.0149269062408037,"PPP3CA/SOD1/TF/NLGN1/B2M/GAS6/VEGFA/C4B/BIN1/PCSK9/C2/AHSG/SNCA/CALY",14,"EOD_vs_CN"
"GO_BP","GO:0002052","positive regulation of neuroblast proliferation","6/722","37/18870",0.00259261361806,0.0203116125336973,0.0151117652959717,"CX3CL1/VEGFA/NCAN/NOTCH1/ACAN/HAPLN1",6,"EOD_vs_CN"
"GO_BP","GO:0033280","response to vitamin D","6/722","37/18870",0.00259261361806,0.0203116125336973,0.0151117652959717,"SPP1/SFRP1/TNC/BGLAP/PENK/STC2",6,"EOD_vs_CN"
"GO_BP","GO:0051084","'de novo' post-translational protein folding","6/722","37/18870",0.00259261361806,0.0203116125336973,0.0151117652959717,"HSPA8/HSPA5/HSPA2/ST13/HSPE1/HSPA13",6,"EOD_vs_CN"
"GO_BP","GO:0032091","negative regulation of protein binding","9/722","77/18870",0.00264114941100921,0.020518742004304,0.0152658688631057,"PARK7/SLPI/B2M/ACTB/PCSK9/PDGFB/PTPRF/DNAJB2/CFHR2",9,"EOD_vs_CN"
"GO_BP","GO:0035304","regulation of protein dephosphorylation","9/722","77/18870",0.00264114941100921,0.020518742004304,0.0152658688631057,"YWHAE/PPIA/YWHAB/CALM1/FKBP1A/PTPA/PPP1R7/PPP1R2/CALM3",9,"EOD_vs_CN"
"GO_BP","GO:0051893","regulation of focal adhesion assembly","8/722","63/18870",0.00266768031999481,0.020518742004304,0.0152658688631057,"SDC4/ABL1/THY1/SFRP1/EFNA5/VEGFA/MMP14/THBS1",8,"EOD_vs_CN"
"GO_BP","GO:0070050","neuron cellular homeostasis","8/722","63/18870",0.00266768031999481,0.020518742004304,0.0152658688631057,"CALB2/ATP6AP1/NELL2/CX3CL1/CNR1/TYRO3/SLC24A2/DNAJB2",8,"EOD_vs_CN"
"GO_BP","GO:0090109","regulation of cell-substrate junction assembly","8/722","63/18870",0.00266768031999481,0.020518742004304,0.0152658688631057,"SDC4/ABL1/THY1/SFRP1/EFNA5/VEGFA/MMP14/THBS1",8,"EOD_vs_CN"
"GO_BP","GO:0017157","regulation of exocytosis","16/722","190/18870",0.00267393533166967,0.020518742004304,0.0152658688631057,"ITGB2/PFN2/SYN1/ITGAM/SDC4/NLGN1/LGALS9/LAMP1/NSF/CPLX2/CSPG5/NOTCH1/FGB/FGG/FGA/SNCA",16,"EOD_vs_CN"
"GO_BP","GO:2001242","regulation of intrinsic apoptotic signaling pathway","16/722","190/18870",0.00267393533166967,0.020518742004304,0.0152658688631057,"PPIA/MIF/PARK7/ENO1/SOD1/SOD2/TPT1/NHERF1/CD44/HYOU1/UBB/PTTG1IP/UBQLN1/PLAUR/HSPB1/CXCL12",16,"EOD_vs_CN"
"GO_BP","GO:0006103","2-oxoglutarate metabolic process","4/722","16/18870",0.00267721621286776,0.020518742004304,0.0152658688631057,"GOT1/IDH1/GOT2/DLST",4,"EOD_vs_CN"
"GO_BP","GO:0030033","microvillus assembly","4/722","16/18870",0.00267721621286776,0.020518742004304,0.0152658688631057,"FSCN1/NHERF1/EZR/PODXL",4,"EOD_vs_CN"
"GO_BP","GO:0032793","positive regulation of CREB transcription factor activity","4/722","16/18870",0.00267721621286776,0.020518742004304,0.0152658688631057,"LRP8/EPHA5/RELN/CD200",4,"EOD_vs_CN"
"GO_BP","GO:0046184","aldehyde biosynthetic process","4/722","16/18870",0.00267721621286776,0.020518742004304,0.0152658688631057,"TKT/TPI1/BMP6/DKK3",4,"EOD_vs_CN"
"GO_BP","GO:0051014","actin filament severing","4/722","16/18870",0.00267721621286776,0.020518742004304,0.0152658688631057,"CFL1/GMFB/CAPG/CFL2",4,"EOD_vs_CN"
"GO_BP","GO:0097091","synaptic vesicle clustering","4/722","16/18870",0.00267721621286776,0.020518742004304,0.0152658688631057,"SYN1/NLGN1/PCDH17/NLGN2",4,"EOD_vs_CN"
"GO_BP","GO:0090132","epithelium migration","26/722","375/18870",0.0026785759350832,0.020518742004304,0.0152658688631057,"GPI/TMSB4X/PFN2/SMOC2/SCG2/PFN1/ABL1/ADGRB1/PTPRG/FGFR1/ROBO1/MET/FAT2/MMRN2/MIA3/VEGFA/EFNB2/CCN3/NOTCH1/CORO1B/KIT/THBS1/PDGFB/CORO1A/HSPB1/LRG1",26,"EOD_vs_CN"
"GO_BP","GO:0097530","granulocyte migration","14/722","156/18870",0.00270398462101827,0.0206805543281049,0.0153862566390747,"PPIA/ITGB2/TREM1/SCG2/CCL3/MAPK1/CX3CL1/WDR1/CXADR/THBS1/JAM3/BSG/RARRES2/MSTN",14,"EOD_vs_CN"
"GO_BP","GO:0034765","regulation of monoatomic ion transmembrane transport","30/722","454/18870",0.00272034817963063,0.0207099447677888,0.0154081230185023,"YWHAE/CALM1/FKBP1A/PPP3CA/YWHAH/TMSB4X/PPP3R1/CACNA2D1/ABL1/RELN/CLCNKB/CX3CL1/THY1/GLRX/GSTO1/NHERF1/CACNA2D3/SCN3B/CLIC4/CALM3/CTSS/BIN1/PCSK9/UBQLN1/CORO1A/EPHB2/CAB39/CAMK2D/SNCA/CACNA2D2",30,"EOD_vs_CN"
"GO_BP","GO:0042278","purine nucleoside metabolic process","5/722","26/18870",0.00272499273260379,0.0207099447677888,0.0154081230185023,"HPRT1/GDA/ADA2/NT5E/ENPP4",5,"EOD_vs_CN"
"GO_BP","GO:0051894","positive regulation of focal adhesion assembly","5/722","26/18870",0.00272499273260379,0.0207099447677888,0.0154081230185023,"SDC4/ABL1/THY1/SFRP1/VEGFA",5,"EOD_vs_CN"
"GO_BP","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","5/722","26/18870",0.00272499273260379,0.0207099447677888,0.0154081230185023,"CALM1/FKBP1A/GSTO1/CALM3/CAMK2D",5,"EOD_vs_CN"
"GO_BP","GO:0071827","plasma lipoprotein particle organization","7/722","50/18870",0.00278053277478087,0.0210988225960574,0.0156974466977451,"LCAT/APOC3/APOC2/CETP/FURIN/APOC1/PLTP",7,"EOD_vs_CN"
"GO_BP","GO:0045921","positive regulation of exocytosis","9/722","78/18870",0.00288670910431092,0.0218701069660981,0.0162712794427903,"ITGB2/ITGAM/SDC4/NLGN1/LAMP1/FGB/FGG/FGA/SNCA",9,"EOD_vs_CN"
"GO_BP","GO:0044091","membrane biogenesis","8/722","64/18870",0.00294880781025133,0.0222358538941764,0.0165433938170514,"NRXN2/NLGN1/NLGN4X/NRXN1/SIRT2/PTPRD/EPHB2/NLGN2",8,"EOD_vs_CN"
"GO_BP","GO:0048814","regulation of dendrite morphogenesis","8/722","64/18870",0.00294880781025133,0.0222358538941764,0.0165433938170514,"PPP3CA/YWHAH/LRP8/RELN/EPHA4/CAMK2B/PTPRD/EPHB2",8,"EOD_vs_CN"
"GO_BP","GO:1904036","negative regulation of epithelial cell apoptotic process","8/722","64/18870",0.00294880781025133,0.0222358538941764,0.0165433938170514,"SCG2/ABL1/ANGPTL4/GAS6/FGB/FGG/FGA/ICAM1",8,"EOD_vs_CN"
"GO_BP","GO:0035633","maintenance of blood-brain barrier","6/722","38/18870",0.00298082083441135,0.022372381565893,0.0166449699045218,"ACTB/VEGFA/F11R/JAM3/LSR/ESAM",6,"EOD_vs_CN"
"GO_BP","GO:0086091","regulation of heart rate by cardiac conduction","6/722","38/18870",0.00298082083441135,0.022372381565893,0.0166449699045218,"YWHAE/CACNA2D1/SCN3B/BIN1/CAMK2D/DSC2",6,"EOD_vs_CN"
"GO_BP","GO:0090504","epiboly","6/722","38/18870",0.00298082083441135,0.022372381565893,0.0166449699045218,"CCN1/MEGF8/CD44/MMP12/TMEFF2/LRG1",6,"EOD_vs_CN"
"GO_BP","GO:1904064","positive regulation of cation transmembrane transport","13/722","141/18870",0.00298947439594095,0.0224024898056072,0.0166673703245416,"CALM1/PPP3CA/TMSB4X/PPP3R1/CACNA2D1/ABL1/CX3CL1/THY1/GLRX/GSTO1/CALM3/CTSS/SNCA",13,"EOD_vs_CN"
"GO_BP","GO:0002790","peptide secretion","19/722","246/18870",0.00301546506944479,0.0225622239149466,0.0167862119165666,"PARK7/VGF/PPP3CA/PTPRN2/CHGA/PTPRN/EPHA5/PRKAR1A/SFRP1/CNR1/CARTPT/EFNA5/HLA-DRB1/CCN3/FGB/IL1RN/FGG/NLGN2/FGA",19,"EOD_vs_CN"
"GO_BP","GO:0038084","vascular endothelial growth factor signaling pathway","7/722","51/18870",0.00311863371050192,0.0232980283078673,0.017333647688646,"SMOC2/ROBO1/VEGFA/SEMA6A/CADM4/HSPB1/FLT1",7,"EOD_vs_CN"
"GO_BP","GO:0002228","natural killer cell mediated immunity","9/722","79/18870",0.00314995102201581,0.0234855750685705,0.01747318179137,"PRDX1/FCGR3A/LGALS9/LAMP1/PVR/CORO1A/LILRB1/CADM1/HAVCR2",9,"EOD_vs_CN"
"GO_BP","GO:0090257","regulation of muscle system process","19/722","247/18870",0.00315347133121294,0.0234855750685705,0.01747318179137,"ENO1/CALM1/PPP3CA/SOD1/CHGA/HSP90AA1/IGFBP5/GSTO1/TNFRSF1B/CAMK2B/CALM3/IL6ST/BIN1/NOTCH1/KIT/TPM1/CAMK2D/DSC2/MSTN",19,"EOD_vs_CN"
"GO_BP","GO:0051492","regulation of stress fiber assembly","10/722","94/18870",0.00315936808869622,0.023493236357547,0.0174788817622947,"PFN2/STMN1/PFN1/SDC4/ABL1/MET/SFRP1/TMEFF2/F11R/TPM1",10,"EOD_vs_CN"
"GO_BP","GO:0097191","extrinsic apoptotic signaling pathway","18/722","229/18870",0.00318034374601508,0.0236128291050289,0.0175678583281902,"PEA15/PARK7/SCG2/TNFRSF12A/CX3CL1/FGFR1/GABARAP/TNFRSF1B/SFRP1/ITM2C/UNC5B/THBS1/GSTP1/SORT1/FGB/FGG/FGA/ICAM1",18,"EOD_vs_CN"
"GO_BP","GO:0090130","tissue migration","26/722","380/18870",0.00319962321894976,0.0237194802682819,0.017647206402842,"GPI/TMSB4X/PFN2/SMOC2/SCG2/PFN1/ABL1/ADGRB1/PTPRG/FGFR1/ROBO1/MET/FAT2/MMRN2/MIA3/VEGFA/EFNB2/CCN3/NOTCH1/CORO1B/KIT/THBS1/PDGFB/CORO1A/HSPB1/LRG1",26,"EOD_vs_CN"
"GO_BP","GO:1903319","positive regulation of protein maturation","5/722","27/18870",0.00324050978163356,0.0239857365125208,0.0178453000728965,"ENO1/SPON1/MMP14/CLEC3B/CNTN2",5,"EOD_vs_CN"
"GO_BP","GO:0032507","maintenance of protein location in cell","8/722","65/18870",0.00325247549697143,0.0240006831015048,0.0178564202803308,"PARK7/TMSB4X/TMSB10/HK1/TXN/SKP1/TWF2/HSPA5",8,"EOD_vs_CN"
"GO_BP","GO:0035904","aorta development","8/722","65/18870",0.00325247549697143,0.0240006831015048,0.0178564202803308,"JAG1/ROBO1/MYLK/ROBO2/AP2B1/EFNB2/NOTCH1/NDST1",8,"EOD_vs_CN"
"GO_BP","GO:0010469","regulation of signaling receptor activity","11/722","110/18870",0.00327107325489478,0.024101067981866,0.0179311062634731,"PARK7/RELN/LILRB4/LYNX1/NLGN1/SHISA7/PCSK9/TAFA1/EPHB2/NLGN2/SHISA6",11,"EOD_vs_CN"
"GO_BP","GO:0009743","response to carbohydrate","18/722","230/18870",0.00333103263109224,0.0245054321305658,0.0182319517083691,"PCSK1/PPP3CA/PTPRN2/SOD2/NPTX1/PTPRN/EPHA5/ME1/MAP1B/COL6A2/EFNA5/HLA-DRB1/GAS6/THBS1/COLEC12/ACE/COL6A3/ICAM1",18,"EOD_vs_CN"
"GO_BP","GO:0001956","positive regulation of neurotransmitter secretion","4/722","17/18870",0.00339606497655726,0.0247158677338501,0.0183885150261004,"GPR158/NLGN1/BGLAP/SNCA",4,"EOD_vs_CN"
"GO_BP","GO:0002076","osteoblast development","4/722","17/18870",0.00339606497655726,0.0247158677338501,0.0183885150261004,"CLEC5A/ACHE/PTHLH/BGLAP",4,"EOD_vs_CN"
"GO_BP","GO:0009163","nucleoside biosynthetic process","4/722","17/18870",0.00339606497655726,0.0247158677338501,0.0183885150261004,"HPRT1/ADA2/NT5E/QNG1",4,"EOD_vs_CN"
"GO_BP","GO:0034404","nucleobase-containing small molecule biosynthetic process","4/722","17/18870",0.00339606497655726,0.0247158677338501,0.0183885150261004,"HPRT1/ADA2/NT5E/QNG1",4,"EOD_vs_CN"
"GO_BP","GO:0061003","positive regulation of dendritic spine morphogenesis","4/722","17/18870",0.00339606497655726,0.0247158677338501,0.0183885150261004,"LRP8/RELN/CAMK2B/EPHB2",4,"EOD_vs_CN"
"GO_BP","GO:0097067","cellular response to thyroid hormone stimulus","4/722","17/18870",0.00339606497655726,0.0247158677338501,0.0183885150261004,"CTSS/RDX/KIT/CTSB",4,"EOD_vs_CN"
"GO_BP","GO:1900120","regulation of receptor binding","4/722","17/18870",0.00339606497655726,0.0247158677338501,0.0183885150261004,"B2M/BDNF/PCSK9/PTPRF",4,"EOD_vs_CN"
"GO_BP","GO:0060999","positive regulation of dendritic spine development","6/722","39/18870",0.00341085120404976,0.0247158677338501,0.0183885150261004,"LRP8/RELN/NLGN1/CAMK2B/EPHB2/NLGN2",6,"EOD_vs_CN"
"GO_BP","GO:0140448","signaling receptor ligand precursor processing","6/722","39/18870",0.00341085120404976,0.0247158677338501,0.0183885150261004,"PCSK2/PCSK1/PCSK1N/SCG5/FURIN/ACE",6,"EOD_vs_CN"
"GO_BP","GO:1900274","regulation of phospholipase C activity","6/722","39/18870",0.00341085120404976,0.0247158677338501,0.0183885150261004,"ABL1/FGFR1/ANG/KIT/EGFR/FLT1",6,"EOD_vs_CN"
"GO_BP","GO:0002437","inflammatory response to antigenic stimulus","9/722","80/18870",0.00343174017915147,0.0248299521807871,0.0184733934365748,"PARK7/FCGR3A/PSMA1/CNR1/HLA-DRB1/NOTCH1/PSMB4/IL1RN/FURIN",9,"EOD_vs_CN"
"GO_BP","GO:0051099","positive regulation of binding","12/722","127/18870",0.00348435296846131,0.0250812209607684,0.0186603364881412,"PARK7/FKBP1A/STMN1/NME1/TXN/ABL1/MET/EPHA4/B2M/BDNF/SIRT2/PLAUR",12,"EOD_vs_CN"
"GO_BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","12/722","127/18870",0.00348435296846131,0.0250812209607684,0.0186603364881412,"ABL1/HTRA1/SULF2/MMRN2/SFRP1/CHRD/SEMA6A/NOTCH1/THBS1/VWC2/CADM4/NBL1",12,"EOD_vs_CN"
"GO_BP","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","7/722","52/18870",0.00348725637477737,0.0250812209607684,0.0186603364881412,"PARK7/CD44/GAS6/VEGFA/THBS1/PLAUR/SNCA",7,"EOD_vs_CN"
"GO_BP","GO:0048009","insulin-like growth factor receptor signaling pathway","7/722","52/18870",0.00348725637477737,0.0250812209607684,0.0186603364881412,"MAPK1/IGFBP5/IGFBP2/GH1/IGFBP3/IGF2R/IGFBP1",7,"EOD_vs_CN"
"GO_BP","GO:0007269","neurotransmitter secretion","13/722","144/18870",0.00358684364456005,0.025682651971286,0.0191077989561055,"SNCG/PFN2/SYN1/PTPRN2/NRXN2/GPR158/NLGN1/NRXN1/CPLX2/BGLAP/CSPG5/CAMK2A/SNCA",13,"EOD_vs_CN"
"GO_BP","GO:0010565","regulation of cellular ketone metabolic process","13/722","144/18870",0.00358684364456005,0.025682651971286,0.0191077989561055,"FABP3/PARK7/CNR1/APOC3/SIRT2/APOC2/FABP5/BGLAP/BMP6/APOC1/DKK3/ADM/SNCA",13,"EOD_vs_CN"
"GO_BP","GO:0099643","signal release from synapse","13/722","144/18870",0.00358684364456005,0.025682651971286,0.0191077989561055,"SNCG/PFN2/SYN1/PTPRN2/NRXN2/GPR158/NLGN1/NRXN1/CPLX2/BGLAP/CSPG5/CAMK2A/SNCA",13,"EOD_vs_CN"
"GO_BP","GO:0002690","positive regulation of leukocyte chemotaxis","10/722","96/18870",0.00368287994384132,0.0262534395996724,0.0195324628600525,"CCL3/MAPK1/GAS6/VEGFA/LGALS9/THBS1/AIF1/CXCL12/RARRES2/MSTN",10,"EOD_vs_CN"
"GO_BP","GO:0042982","amyloid precursor protein metabolic process","10/722","96/18870",0.00368287994384132,0.0262534395996724,0.0195324628600525,"FKBP1A/SPON1/RTN1/ACHE/EPHA4/ITM2C/BIN1/EFNA3/ITM2B/NSG1",10,"EOD_vs_CN"
