"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"GLDN",0.0409047657208578,-0.0126625186095671,0.0944720500512827,1.70670379384519,0.0878771217089697,0.763261196415983,0.0421759536168814,0.0165739317748686,0.0641965859341515,8,815,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.360662353680563
"PLBD2",-0.0593324925905573,-0.124837784826701,0.00617279964558601,-1.70646779449252,0.0879210175763045,0.678811146838332,-0.0674240738926017,-0.137683054955742,-0.0196560849390589,5,562,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",3,"study_1; study_11; study_4",0.356048943518226
"ANPEP",-0.0426298244793925,-0.0916561966421012,0.00639654768331616,-1.7057622423438,0.0880523557065801,0.532210099780496,-0.0413676342552264,-0.0623279258185463,-0.00918125476384304,9,1118,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.240450663660276
"SHISA4",-0.0688516087386321,-0.172212185139257,0.0345089676619931,-1.70497286264734,0.088199485757386,0,NA,NA,NA,4,427,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.40978961622821
"ADAMTS15",-0.118681265094068,-0.251317902269868,0.0139553720817312,-1.70405580833758,0.0883706615148621,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.40978961622821
"IL1R1",-0.102862635498724,-0.232701649563792,0.0269763785663444,-1.7014548826856,0.0888576030087127,0,-0.0930793868505713,-0.127526536813073,-0.0469914365955748,6,619,"study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_11; study_2; study_8",0.357307685337852
"NRSN2",-0.0500017439301986,-0.11090874673591,0.0109052588755125,-1.69903815484372,0.0893119947843972,0,NA,NA,NA,4,477,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.411758206198669
"SPRING1",-0.0348393058231258,-0.0764725179800932,0.00679390633384165,-1.69828486780825,0.0894540093420864,0,-0.0350075884722288,-0.0402632854700369,-0.0287369700226688,6,597,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.362486922726475
"CSMD1",-0.104900481486033,-0.231727558721142,0.0219265957490764,-1.6976121729745,0.0895809837913134,0,NA,NA,NA,4,321,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD",2,"study_1; study_11",0.411758206198669
"IGSF8",0.0210170211638173,-0.00289616687839123,0.0449302092060259,1.69751761585114,0.089598843539832,0.501577125459655,0.0222812378498519,0.0137640805220379,0.0341992274990651,8,818,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.362486922726475
"PDIA3",0.00756646444466383,-0.0163037090847783,0.031436637974106,1.69506571794242,0.0900629546886029,0.487660167019721,0.00659233889915817,-0.000457872466080958,0.0240646880226135,7,657,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.362486922726475
"NCAM2",-0.028022876075555,-0.0611757392148751,0.00512998706376502,-1.69454524401999,0.0901617218964328,0.463020315115398,-0.0269297491538017,-0.0383139740352524,-0.0128057493881026,8,818,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.362486922726475
"CD38",-0.136537472582773,-0.295290268144583,0.0222153229790375,-1.69139296720902,0.0907617746005666,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.415363929176392
"SMPDL3A",-0.058463327728848,-0.123828007795512,0.0069013523378163,-1.69018892624871,0.0909918162535256,0,-0.060546447915556,-0.0841327762496341,-0.0382299745346313,6,561,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",3,"study_1; study_11; study_4",0.363330958606735
"ITIH4",0.0652552160950862,-0.0164227535020258,0.146933185692198,1.68805442733431,0.0914007814986739,0,0.0688525613984149,0.0386368051283412,0.0912327679942165,8,805,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.364648128443467
"FAM171A1",-0.044107663491516,-0.0799012731832722,-0.0083140537997597,-1.68688855316908,0.0916247835429015,0.910142464315685,-0.0474406737668964,-0.0672301754500115,-0.016713849952058,7,644,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.364648128443467
"PCDHGA12",-0.219704312064747,-0.46825462585498,0.0288460017254849,-1.68492600093772,0.0920028493727938,0,NA,NA,NA,2,136,"study_11_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD",2,"study_11; study_3_Soma",0.419212983229078
"CST6",-0.0596564752738381,-0.118503980238137,-0.000808970309538783,-1.68416115892226,0.0921505274059762,0.734648054840141,-0.0593019497924738,-0.107668941003037,0.00342034604727532,10,1142,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.248456485284468
"NCMAP",0.0492996988223351,-0.0719950172707712,0.170594414915441,1.68372731337193,0.0922343802296067,0.687333687860371,0.038778263846537,-0.0740393689731706,0.136260446104715,5,492,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD",3,"study_1; study_11; study_4",0.365734938271565
"OPCML",-0.0321095043293022,-0.0808850412738378,0.0166660326152334,-1.68254858764296,0.092462511524156,0,-0.0315967753624195,-0.0412831217375159,-0.0219794738365811,8,818,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.366132960206206
"PUDP",-0.157262593632485,-0.34175823569107,0.0272330484261012,-1.68047669079847,0.0928646057335784,0,NA,NA,NA,2,168,"study_11_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD",2,"study_11; study_3_Soma",0.420693890807346
"PILRB",-0.102448148250638,-0.246510233113486,0.0416139366122098,-1.67968580103394,0.0930184638405404,0,-0.106673865847947,-0.122045300173691,-0.0948826905572198,4,585,"study_11_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_11; study_3_Olink; study_8",0.366010061883246
"LTA",-0.0855040084610922,-0.194038607234589,0.0230305903124044,-1.67908501565669,0.0931354761058737,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.420693890807346
"CDH8",-0.0432922737241932,-0.0928960734087957,0.0063115259604094,-1.679029666342,0.0931462621830058,0,-0.0428420655617719,-0.0484852902296679,-0.0275670384612443,6,649,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.366996273001043
"GMFB",0.0409150713554179,-0.0109150938664078,0.0927452365772437,1.67677872167227,0.0935857601312679,0,0.0374333048070793,0.00785092447532496,0.0569168202993092,7,658,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",3,"study_1; study_11; study_4",0.366010061883246
"SCARA5",-0.107572690932569,-0.230894080184985,0.0157486983198467,-1.67477310179157,0.0939787583017682,0.612461576179607,NA,NA,NA,5,513,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.420693890807346
"CLEC7A",0.188759850960557,-0.0190377928929626,0.396557494814077,1.67290460256066,0.0943460776011057,0.727204886758048,NA,NA,NA,4,503,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.420693890807346
"TAFA5",-0.0189950934188254,-0.0522244152885065,0.0142342284508557,-1.67232230552543,0.0944607835028752,0.712698562347145,-0.0199081708743102,-0.0333413632280625,-0.00968515637613794,10,1207,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_8",0.370323867663013
"TMSB4X",0.0379564895914379,-0.0575607319173817,0.133473711100258,1.67098658410628,0.0947243277574865,0,0.0342261269223663,0.00358496046668744,0.0533646299371237,4,474,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD",3,"study_1; study_11; study_4",0.367942796935543
"DYNC1I2",0.11753057503822,-0.011476939384966,0.246538089461407,1.67042155808429,0.0948359872964899,0,NA,NA,NA,2,152,"study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD",2,"study_11; study_2",0.420693890807346
"LGALS8",-0.100958737548371,-0.212703226611974,0.0107857515152323,-1.66365782166249,0.0961808297041119,0.570077548170344,NA,NA,NA,4,495,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.420693890807346
"CD300LG",-0.0923736941040391,-0.202016134224518,0.0172687460164399,-1.66362595571519,0.0961872015833337,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.420693890807346
"TGFBR1",0.143562424519503,-0.0250033381282923,0.312128187167298,1.66356748541156,0.0961988941185014,0,NA,NA,NA,3,229,"study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_11; study_2",0.420693890807346
"CRTAM",-0.0782034207780587,-0.166651617152714,0.0102447755965961,-1.6630605027173,0.0963003251235623,0.0699128961672481,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.420693890807346
"SIGLEC10",-0.0809532290028134,-0.175881220851507,0.0139747628458804,-1.66277470731828,0.0963575413386982,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.420693890807346
"IL2RA",-0.136259669672243,-0.26748895774489,-0.00503038159959693,-1.66085019136078,0.0967435378669565,0.933891158560667,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.420693890807346
"SEMA6D",-0.027874710188094,-0.0619003299133681,0.00615090953718019,-1.65915802158233,0.0970839540432763,0,-0.0281372291836076,-0.0409429839326413,-0.0212822256641291,8,791,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.378177343264961
"PTPRT",-0.0326165663721243,-0.0867218694848591,0.0214887367406104,-1.65747312128341,0.0974238587345015,0,-0.0313781401813664,-0.0408195911190735,-0.0191544350997074,6,610,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.378177343264961
"SIGLEC1",-0.102942813093208,-0.225118592116952,0.0192329659305369,-1.65619226721552,0.0976828887262425,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.421331442154316
"SCN2B",-0.0400595175175964,-0.0932278105612994,0.0131087755261066,-1.65613630819348,0.0976942179804377,0.504964224398146,NA,NA,NA,5,500,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.421331442154316
"AXL",-0.0368531439347718,-0.0781205968018513,0.00441430893230764,-1.65545444137655,0.0978323505503001,0.804533796160072,-0.0353011835206131,-0.0698764887782566,0.00745359333265598,10,1265,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.260478633340174
"EIF6",0.274723598185486,0.030681397240668,0.518765799130305,1.65365867268485,0.0981968841146119,0.948965792548061,NA,NA,NA,2,112,"study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD",2,"study_11; study_2",0.421763666197185
"VEGFD",-0.0794952779230037,-0.176729409237851,0.0177388533918434,-1.65358463088816,0.0982119375483126,0.333060166292613,-0.0717002616113529,-0.149187126064675,0.0106438183874933,5,662,"study_11_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_11; study_3_Soma; study_8",0.37722390383857
"MMP17",-0.0435235861315257,-0.0937708974016314,0.00672372513857994,-1.6524887376856,0.0984349591452662,0.334387040564378,-0.0450673882661074,-0.0680504111079093,-0.0242611838303219,6,606,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.37722390383857
"ACP5",-0.11094830894799,-0.233797005782815,0.0119003878868365,-1.65158445639443,0.0986192908213079,0.597972311083213,NA,NA,NA,5,521,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.421849048084615
"TMED4",0.0274982287798113,-0.0278916468651667,0.0828881044247894,1.64758385618657,0.0994380954703009,0,0.0265408876386995,0.0188233878876757,0.0425692733537804,6,621,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.38410401583626
"FITM1",0.057898922271973,-0.0139589670745278,0.129756811618474,1.64635393722033,0.0996909107360296,0.271264029908871,0.0620460213993844,0.0377240825786918,0.102316211140593,5,594,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.379490066868486
"LAMC3",0.0379676192920098,-0.0102687432412815,0.086203981825301,1.6450575411455,0.0999579454114633,0,0.0358447839703025,0.0117111518882804,0.0490563133722619,6,629,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.384228590166991
"GLA",-0.0482694686197493,-0.100267387799164,0.00372845055966513,-1.64379637538171,0.100218270328396,0.377801353085878,NA,NA,NA,5,524,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.425424173334723
"ITLN1",-0.206315904342369,-0.410049011440111,-0.00258279724462787,-1.64160005384268,0.10067291650783,0.822062564338731,NA,NA,NA,3,231,"study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_11; study_2",0.425424173334723
"LILRB2",-0.0942789365743101,-0.206136295569331,0.0175784224207111,-1.64130897737398,0.100733293505649,0,NA,NA,NA,5,513,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.425424173334723
"EPHB2",-0.0266055909814745,-0.0584455565074004,0.00523437454445145,-1.63886278911607,0.101241838906504,0.333621538603444,NA,NA,NA,5,524,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.425424173334723
"MEGF8",-0.0367100257780174,-0.0850029021778034,0.0115828506217687,-1.63680714098052,0.101670773192998,0.0296884123605998,-0.0375587184510237,-0.0615366580267731,-0.0195343825968278,7,736,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.387574193057575
"NLGN3",0.0693312014329308,0.00603309820000947,0.132629304665852,1.63670217913565,0.101692713438433,0.817041022146418,0.0783688669812349,0.0320589516740965,0.148404046181165,6,548,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.384277614816252
"SERPINF2",0.058590965880031,-0.0136598507066047,0.130841782466667,1.63613181716989,0.101812002491013,0.181822734139765,0.0622585247568097,0.0313813337588797,0.0921935443338528,8,818,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.387574193057575
"PLS3",-0.0430148045539554,-0.0893973728578282,0.00336776374991748,-1.63555459561756,0.101932839588689,0.756443423654814,NA,NA,NA,5,524,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.425424173334723
"COA3",0.0357139232648222,-0.0313319308072725,0.102759777336917,1.63462807653907,0.102127038219626,0.844227971869043,NA,NA,NA,3,333,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD",2,"study_1; study_11",0.425424173334723
"LTA4H",0.0360055348164639,-0.00960590898571377,0.0816169786186415,1.63382992738035,0.102294566465972,0.44588662695657,0.0352609822097416,0.0114388515678072,0.0693161340122735,5,575,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.384277614816252
"GABARAP",0.04937960055346,-0.00573261606786462,0.104491817174785,1.63381999615227,0.102296652366746,0.379259248499412,NA,NA,NA,4,399,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.425424173334723
"MAN1C1",0.0199255216113485,-0.0100964347476265,0.0499474779703235,1.62904945475741,0.103302550079848,0.683903909028146,0.0203171547523157,0.00239823186591355,0.0367934230613797,7,668,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.390165440943963
"ACP2",0.0361800802565501,-0.00882383147999174,0.0811839919930919,1.62819773018573,0.103482965935645,0.310305107182588,0.0375956718880969,0.0163679950078015,0.0536322492566506,7,630,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.390165440943963
"PAPPA",-0.0868354382916773,-0.184768796509585,0.0110979199262303,-1.62678321900756,0.103783146884485,0.429349511883911,NA,NA,NA,5,521,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.429900149940474
"PYCARD",-0.133043072553415,-0.333124100236618,0.0670379551297882,-1.62400118392379,0.104375555873367,0.659719043160969,NA,NA,NA,4,291,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD",2,"study_1; study_11",0.430165593995553
"C1QTNF1",-0.0507551312226509,-0.0960972649463914,-0.00541299749891048,-1.62265451559613,0.104663279685023,0.703931600019221,-0.0497066113182583,-0.0747733489863851,-0.00382947594792328,9,1094,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",4,"study_1; study_11; study_7; study_8",0.390860152743652
"CCL8",-0.115866548270534,-0.264150216033863,0.0324171194927952,-1.62263172228638,0.104668155027544,0.744812384032281,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.430165593995553
"EPDR1",-0.0590249370074879,-0.126627200338531,0.00857732632355485,-1.62095916167904,0.105026397350962,0,-0.0591848949025644,-0.0784305602176009,-0.0436897008497589,7,668,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.390860152743652
"CAMK2B",0.0268521278374193,-0.0119167949144838,0.0656210505893225,1.61689537234921,0.105900867504868,0,0.0263631602979161,0.0169371940149934,0.0367391266983275,8,794,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.390860152743652
"MCMBP",0.085885577872721,-0.0113165504338244,0.183087706179266,1.61642976912276,0.106001426397698,0.289278355892101,NA,NA,NA,2,269,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD",2,"study_1; study_11",0.433943339315577
"CHAD",0.0314810734909644,-0.0115344008859401,0.0744965478678689,1.6164120062995,0.106005264231512,0.5380340212023,0.0297462967270166,-0.00406120148996356,0.0566179739992723,7,663,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.390860152743652
