"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"PODXL",-0.156632846892542,-0.213082412169774,-0.100183281615309,-5.56438694845983,2.63075611485278e-08,0.527574842289896,-0.154781247524477,-0.181834185909479,-0.116756588450356,7,902,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_1; study_11; study_8",1.50216174158094e-05
"CKAP4",-0.378040576753952,-0.517845566182126,-0.238235587325778,-5.09940441178752,3.4072388153738e-07,0.348374876353147,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.000357078627851174
"CX3CL1",-0.157019869170583,-0.227010880028906,-0.0870288583122595,-4.46343596783021,8.06557092462496e-06,0,-0.156031856025449,-0.175154598570331,-0.129198272158861,7,970,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_1; study_11; study_8",0.00230272049898043
"ACVRL1",-0.224025525824982,-0.331163678214251,-0.116887373435712,-4.19487293781679,2.73024594263949e-05,0.332321793874134,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.0143064887394309
"PAM",-0.103627046772709,-0.154784788575708,-0.0524693049697091,-4.06532603635228,4.79653610691541e-05,0.477417333688122,-0.102906684022631,-0.123665673942627,-0.0606619650209711,11,1301,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.00776752885967854
"SCAMP3",-0.212994411015251,-0.32250877481378,-0.103480047216721,-4.03163983982176,5.5389023746579e-05,0.019727266852046,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.0193492322954716
"YWHAB",0.0843365779118126,0.0464129918466801,0.122260163976945,4.02711798695463,5.64647021431399e-05,0.61561802219523,0.0844933186485884,0.0680886784658057,0.106924192459226,7,645,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0359930456626511
"UBE2L3",0.0648849417325817,0.025587310803347,0.104182572661817,3.9376704552041,8.22764833416977e-05,0.59262170910119,0.0639526451659892,0.0391114920781468,0.0970456619366112,5,580,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.0156599573293698
"CHI3L1",0.0713297731982713,0.0254617776137394,0.117197768782803,3.92665708137631,8.61346472576174e-05,0,0.0709605266547096,0.0621433382135399,0.0790689430083939,11,1301,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.00776752885967854
"APOE",-0.295561695116459,-0.426489575977409,-0.164633814255509,-3.8737634790945,0.000107167425660859,0.949547535900804,-0.291107239174181,-0.360033480868179,-0.201350349319855,8,818,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0359930456626511
"YES1",-0.176832362340858,-0.264685431354725,-0.0889792933269913,-3.8728085195997,0.00010758835339572,0,NA,NA,NA,4,495,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.021406833642005
"EGFL7",-0.25234656412537,-0.377340055181536,-0.127353073069205,-3.86425635716053,0.000111428148626803,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.021406833642005
"PPIA",0.0712044313749663,0.0347284233135352,0.107680439436397,3.81346964704933,0.000137029361659839,0.595953411120377,0.0712366738516339,0.0566826297239946,0.084595769602981,8,818,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0359930456626511
"SPINT2",-0.0856812331760538,-0.130086167221717,-0.0412762991303903,-3.81104270955082,0.000138381853687219,0.663948032699307,-0.0853131048632776,-0.106369438602565,-0.051083532600743,11,1290,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.00776752885967854
"WNT9A",-0.138947421072507,-0.210053330641188,-0.0678415115038255,-3.77089341595625,0.0001626641419281,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.021406833642005
"FLT1",-0.187584199723115,-0.286844510038102,-0.0883238894081274,-3.74635718707873,0.000179421071203609,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.021406833642005
"TNR",-0.0597275749595596,-0.0901200060994687,-0.0293351438196505,-3.7375764666967,0.000185802591002079,0.38657817218834,-0.0589445918997346,-0.070180223395426,-0.0343421632019937,11,1271,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.00776752885967854
"FCER2",-0.383877316248368,-0.580170067379038,-0.187584565117699,-3.73404749966501,0.000188426933178149,0.169075415745916,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.021406833642005
"BTN3A2",-0.174722385412321,-0.264603416658429,-0.0848413541662125,-3.71282656950776,0.000204957340872271,0.791035716316137,-0.156154060063773,-0.256305624871371,-0.0286490220647792,6,663,"study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_11; study_2; study_8",0.0292576604095167
"CHL1",-0.0987057332908266,-0.150953614253694,-0.0464578523279597,-3.6678626493125,0.000244586504674625,0.581560891179918,-0.0972806558176968,-0.123584621914573,-0.0452971160098847,11,1299,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.00776752885967854
"CRTAC1",-0.113172460106067,-0.165019162980539,-0.0613257572315952,-3.65768193391716,0.000254506598686043,0.873607934468205,-0.111575036995632,-0.146793355867819,-0.0331631473016629,11,1301,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.00776752885967854
"EGFR",-0.0807004599096911,-0.124704916859974,-0.036696002959408,-3.65691307127612,0.000255270901491783,0.616768122064772,-0.0799463091912682,-0.0953250639048296,-0.0436366910207727,10,1147,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.00776752885967854
"PLXNA4",-0.0961081181913883,-0.15020051793331,-0.0420157184494669,-3.65653573131089,0.000255646790486082,0,NA,NA,NA,5,422,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD",2,"study_1; study_11",0.021406833642005
"RSPO3",-0.29669847063885,-0.45756137155151,-0.13583556972619,-3.6512878864725,0.000260928552891021,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.021406833642005
"ADM2",-0.123205777859237,-0.189373843699561,-0.0570377120189135,-3.63840456523326,0.000274332248049791,0.85448843549215,NA,NA,NA,3,553,"study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_7; study_8",0.021406833642005
"TNFRSF6B",-0.272988422449173,-0.420723511126591,-0.125253333771755,-3.6301884770125,0.000283214337891991,0,NA,NA,NA,4,637,"study_1_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_1; study_8",0.021406833642005
"ITGB5",-0.192232238611125,-0.294019189325397,-0.0904452878968533,-3.61211416620362,0.000303710793700268,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.021406833642005
"SIRT2",-0.222989835167099,-0.341766838829042,-0.104212831505157,-3.60616885560718,0.000310750969832526,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.021406833642005
"FLT4",-0.160808093759828,-0.251496001026036,-0.0701201864936196,-3.60004876129001,0.000318157511297471,0.447368991859557,-0.164125678046484,-0.200738663847694,-0.110348434162471,7,793,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_1; study_11; study_8",0.0297145494240481
"SCARB2",-0.194657823399162,-0.300344968488589,-0.0889706783097349,-3.58154190494205,0.000341572336294897,0.780015280174051,NA,NA,NA,4,503,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.021406833642005
"SPRY2",-0.294797277194139,-0.444365493597756,-0.145229060790521,-3.57967215256764,0.000344025548581178,0.960065819778924,NA,NA,NA,4,495,"study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_2; study_8",0.021406833642005
"IFNLR1",-0.140131877456401,-0.216418555315582,-0.06384519959722,-3.57723478285651,0.000347248255643211,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.021406833642005
"NPTX2",-0.123570546064572,-0.200501293918938,-0.0466397982102062,-3.53866673018849,0.000402153225445251,0.200660262261251,-0.124267817231858,-0.135763021368884,-0.11141387820988,8,817,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0601826544502221
"NOTCH1",-0.0753282903712654,-0.121718791642809,-0.0289377890997217,-3.53303577264834,0.000410816879607702,0.72104408101892,-0.0728615259921469,-0.0973485426995761,-0.0199745483503296,9,1044,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_8",0.0601826544502221
"FTL",-0.0964614603720789,-0.15070666295313,-0.0422162577910276,-3.50956694284489,0.000448837058481663,0.878817955819396,-0.0915478869455303,-0.122049135100759,-0.0594534928459038,6,587,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.0297145494240481
"EIF4EBP1",-0.204694142725245,-0.327586499395467,-0.0818017860550225,-3.4953287429315,0.000473478191921916,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.0275669525074538
"NXPH1",-0.100652342060771,-0.149645811584779,-0.0516588725367616,-3.49248883205476,0.000478541606406861,0.642865740153755,-0.104790408933023,-0.132187213633005,-0.0752699344458189,8,676,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0601826544502221
"PCSK1",-0.151288196669202,-0.236633799522567,-0.0659425938158367,-3.47915348569235,0.000503000407258263,0,-0.155358152343225,-0.178480000849355,-0.126742882346738,7,724,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",3,"study_1; study_11; study_4",0.0297145494240481
"PPT1",0.0753776047344305,0.0323607073584539,0.118394502110407,3.47689203946103,0.000507262028480106,0.796517910569135,0.0801309208285363,0.05364042313319,0.107602348697635,6,577,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.0297145494240481
"ST3GAL1",-0.166350567086789,-0.283761809510661,-0.0489393246629168,-3.47406490208071,0.00051263701996004,0,-0.161938324244032,-0.194678029075928,-0.127731306916668,5,637,"study_11_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_11; study_3_Soma; study_8",0.0297145494240481
"KITLG",-0.0984922629461331,-0.153148527671137,-0.043835998221129,-3.47003274840301,0.000520394911104169,0.625180513548438,-0.0974300487445879,-0.126103183837464,-0.0617370417480564,8,937,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",3,"study_1; study_11; study_8",0.0297145494240481
"CLSTN2",-0.0655727822709134,-0.101583552443635,-0.0295620120981921,-3.45667586310082,0.000546882231335008,0.528989285161216,-0.065306108449356,-0.0805481106160458,-0.0367399639811622,11,1287,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.0132185724467242
"CDH6",-0.0710985245061581,-0.114728213819499,-0.0274688351928176,-3.45099146590362,0.000558531230143275,0.521283577179312,-0.0702742514365352,-0.0863918702598788,-0.0348491011886134,10,1268,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.0132185724467242
"CCL23",-0.199257434582766,-0.311679787101554,-0.0868350820639776,-3.44304535436562,0.000575202840419334,0.278611900100774,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.0317269777241822
"CD58",-0.0982228077244316,-0.158205828756339,-0.0382397866925248,-3.43929344250813,0.000583234670518131,0.733137206013222,-0.0957685785629536,-0.126569905030779,-0.0417223714063238,8,919,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",4,"study_1; study_11; study_7; study_8",0.0601826544502221
"PRKCSH",-0.0482099264081214,-0.0776693346246177,-0.0187505181916251,-3.42546443111466,0.00061374929044188,0,-0.0491899928351643,-0.0573813791277619,-0.0425871538221019,8,805,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0601826544502221
"CD40",-0.185605642638983,-0.290904962751363,-0.0803063225266022,-3.42050968613598,0.000625039098599062,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.0327520487665909
"GGT7",-0.0705414225837798,-0.113920629455726,-0.0271622157118341,-3.39456972679838,0.000687365342705583,0,-0.0703698395824539,-0.0791672311325602,-0.0554937381435873,6,635,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0601826544502221
"NRG3",-0.106523321373149,-0.167504379137581,-0.0455422636087163,-3.38604640582058,0.000709073917846364,0,NA,NA,NA,5,521,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.0333576189825388
"FGF19",-0.227116012665063,-0.359321287292106,-0.09491073803802,-3.37731431900275,0.000731973540338239,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.0333576189825388
"FOXN4",-0.0911556333470575,-0.145249726300594,-0.0370615403935209,-3.37727238513736,0.000732085149425948,0,NA,NA,NA,2,182,"study_11_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD",2,"study_11; study_3_Soma",0.0333576189825388
"PTPRF",-0.10577969939949,-0.158282077646594,-0.0532773211523857,-3.33827563905228,0.000843000786671998,0.914836479375725,-0.103779405386524,-0.133190984656443,-0.0314347638167814,10,1232,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.0175329022704845
"ATP1A3",-0.0769123391112115,-0.12025869114894,-0.0335659870734833,-3.33752702278535,0.000845275019465108,0.619108961012282,-0.0758988394949806,-0.113963041282485,-0.0453988538199217,5,537,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.0438774578285979
"IGSF3",-0.183543280942186,-0.292924838940899,-0.0741617229434724,-3.32034279182676,0.000899069793130095,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.036794298862018
"SIGLEC7",-0.235746703215607,-0.373730194668781,-0.0977632117624324,-3.31931249500632,0.000902393841785487,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.036794298862018
"PTPRS",-0.0764063306786451,-0.116625494220967,-0.0361871671363227,-3.31836677373784,0.000905455046832533,0.824437134933422,-0.0757585180673014,-0.103218632157525,-0.0261481131478008,11,1301,"study_1_EOAD_vs_LOAD; study_10_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",5,"study_1; study_11; study_4; study_7; study_8",0.0175329022704845
"MERTK",-0.0892027503176911,-0.130846545039357,-0.0475589555960251,-3.31628267977669,0.000912235054788283,0.914673262897825,-0.0889730728580561,-0.122064446307393,-0.0356237421866432,9,1081,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",4,"study_1; study_11; study_7; study_8",0.0661438243858246
"S100B",0.0849365373097938,0.0371967536138099,0.132676321005778,3.312081469661,0.000926045738339473,0.241183646265425,0.0890948662996735,0.0673714879857587,0.121963422262881,5,587,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",3,"study_1; study_11; study_7",0.0440643430493199
"FGF5",-0.188432457721993,-0.298446848561715,-0.0784180668822708,-3.30700143412646,0.000943004092348537,0,NA,NA,NA,3,483,"study_3_Olink_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Olink; study_8",0.036794298862018
"LYN",-0.0980727617414621,-0.15666716052143,-0.0394783629614939,-3.30553733998337,0.000947944722590158,0,NA,NA,NA,4,501,"study_3_Olink_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_8_EOAD_vs_LOAD; study_9_EOAD_vs_LOAD",2,"study_3_Soma; study_8",0.036794298862018
"YWHAG",0.0899840066248192,0.0416688396000066,0.138299173649632,3.29538953772334,0.000982853352523883,0.3852940177819,0.0917528284265303,0.0677026891066497,0.108375269402726,7,667,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0661438243858246
"IGHV5-10-1",-0.321501124859311,-0.530518847350792,-0.11248340236783,-3.28848923589196,0.00100726636120545,0.849731769510161,-0.328499273472343,-0.502688577547925,-0.174334903372517,5,621,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_4_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD; study_7_EOAD_vs_LOAD",4,"study_1; study_11; study_4; study_7",0.0661438243858246
"UFM1",0.10337107362224,0.02956654682075,0.17717560042373,3.28486181062633,0.00102032401430506,0,NA,NA,NA,5,414,"study_1_EOAD_vs_LOAD; study_11_EOAD_vs_LOAD; study_2_EOAD_vs_LOAD; study_3_Soma_EOAD_vs_LOAD; study_5_EOAD_vs_LOAD",2,"study_1; study_11",0.0381892702497036
