"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"YWHAZ",0.35564292888662,0.331714626965125,0.379571230808116,23.9527611832007,8.64786323727467e-127,0.973853439071585,0.355878004793812,0.33076935983098,0.38883143174605,8,1628,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",6.87505127363336e-124
"YWHAG",0.341552707913094,0.31665307585859,0.366452339967598,22.4665322746556,8.82161192601685e-112,0.94234416347203,0.343246854032954,0.315792394449505,0.367779875703251,7,1373,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.5065907405917e-109
"SMOC1",0.287037786265001,0.263221834142929,0.310853738387074,20.3024781158317,1.2226110955466e-91,0.976401178854939,0.287562673641766,0.21147423047944,0.342086576770282,9,1646,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.23991940319849e-89
"PEA15",0.252376698051378,0.227444225747712,0.277309170355043,19.7705795050883,5.33595357405814e-87,0.927074648978145,0.252598095673457,0.23178372758092,0.278941011053752,7,1307,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.06052077284406e-84
"MAPT",0.43043786620156,0.390781665591523,0.470094066811596,19.4224758122772,4.9828829790876e-84,0.949534002549152,0.435103699218741,0.350286024678421,0.53147280168873,8,1549,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",7.92278393674928e-82
"YWHAE",0.29930751198446,0.271372510346121,0.327242513622798,18.851113290035,2.8772310747802e-79,0.828542363354809,0.298460629885251,0.287336198878559,0.321218680197078,7,1352,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.81233117408377e-77
"FABP3",0.298170110911059,0.271606503681147,0.324733718140972,18.6251130643403,2.01067283726584e-77,0.944200409013001,0.297877816452564,0.238959644177829,0.335513603706545,7,1300,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.28354986518049e-75
"UCHL1",0.332255073058837,0.302509481433379,0.362000664684295,18.602392297121,3.07283887829991e-77,0.939034826823958,0.333394604143166,0.301859614207994,0.365127054945268,7,1276,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.05363363531054e-75
"MIF",0.293796023757774,0.259626891529053,0.327965155986496,17.4494311815183,3.47677771255701e-68,0.967360922464825,0.295989257808167,0.199144653784791,0.371308752019782,10,2048,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",7.44030430487199e-66
"LDHA",0.190959161604546,0.171280071707669,0.210638251501423,17.2735011975595,7.44833554055024e-67,0.964229470703404,0.192439270526735,0.12987675597011,0.248573074711349,8,1630,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",6.57936306081938e-65
"DDAH1",0.221159365471426,0.193822322481105,0.248496408461748,15.748951537402,6.98294585988113e-56,0.985969230444402,0.223650844186379,0.119695795447331,0.305927845201518,10,2004,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",7.47175207007281e-54
"GDI1",0.161097028727578,0.142903005768396,0.17929105168676,15.6001403112218,7.26343097575199e-55,0.945245483812828,0.161336559410348,0.145674462283057,0.174756657588365,7,1280,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",5.77442762572284e-53
"ALDOA",0.177278107680363,0.154438766979714,0.200117448381013,15.5718847845473,1.13026990035923e-54,0.896875318482693,0.178004254076804,0.141337463457193,0.209373233171526,8,1631,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",8.16876882532353e-53
"ITGB2",0.358147420573953,0.315988195601238,0.400306645546669,15.4574588807716,6.71975786209512e-54,0.987444738929832,0.372092059387118,0.21134637561091,0.544336654161665,8,1711,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",3,"study_1; study_11; study_8",3.8571410128426e-51
"PGAM1",0.162408247244498,0.142385586145161,0.182430908343834,15.2357434001576,2.04784550626734e-52,0.845680336712351,0.162005182556708,0.142137843604051,0.174820595699493,7,1361,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.35669764790211e-50
"PKM",0.177581194879834,0.154956409615304,0.200205980144364,15.0337298536589,4.41434198307848e-51,0.919576947008664,0.178832663823092,0.131881523759696,0.222651375451048,8,1631,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.69953990503645e-49
"ENO1",0.170531034424534,0.148943017979086,0.192119050869982,14.5166880394567,9.49901503944344e-48,0.830979060032893,0.170553929497787,0.156120420681454,0.18319842982453,8,1535,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",5.39408354025538e-46
"MDH1",0.174003530398243,0.151820219033776,0.196186841762709,14.4374331857479,3.00838632308407e-47,0.942225315936099,0.175003770798803,0.121202943479565,0.220244567937368,8,1629,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.59444475123455e-45
"PARK7",0.239622123536674,0.204710687905146,0.274533559168202,14.4149732917702,4.16600312357898e-47,0.978355284474236,0.241232785316785,0.131418770647164,0.307473301470342,11,2296,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",2.97174889481967e-45
"PGK1",0.166050130671575,0.142879309867845,0.189220951475305,13.487080609788,1.86333824646303e-41,0.829403029411264,0.166297008998339,0.155371386980821,0.176547928730827,8,1604,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",9.25846191211316e-40
"ENO2",0.162876850638198,0.140305657627601,0.185448043648795,13.4811959560842,2.01808866700666e-41,0.945775093893599,0.164003237626247,0.109907549025724,0.205920386696514,11,2264,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",1.07967743684856e-39
"SMOC2",0.333129719267563,0.26474999641113,0.401509442123996,13.406418710242,5.54526301138651e-41,0.966745500280329,0.337188962843047,0.230340777076844,0.515585871170757,8,1562,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",3,"study_1; study_11; study_8",1.59149048426793e-38
"PEBP1",0.172923895114208,0.147400105972169,0.198447684256246,13.2280301630573,6.04509874603124e-40,0.960757255750404,0.174446629217418,0.0960280425114686,0.225447676153994,11,2297,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",2.58730226330137e-38
"CALM1",0.155732607016432,0.132568748560587,0.178896465472277,13.2233427015033,6.43397919747335e-40,0.832667311898195,0.156404884392103,0.128837003215541,0.18146124281464,5,1422,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_4_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.00883144823018e-38
"GDA",0.192888677606766,0.164913991094676,0.220863364118857,13.216508647092,7.04592957310101e-40,0.953868865764131,0.196523992084605,0.122751059780413,0.281626800183015,8,1629,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.11195222811961e-38
"GPI",0.197051472430046,0.169882101765982,0.22422084309411,13.1266231904491,2.3176296107165e-39,0.748168597764023,0.200830220169824,0.179696093101532,0.235282581149709,7,1330,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN",3,"study_1; study_11; study_4",4.43439798850423e-37
"CRYM",0.193038106434886,0.165441743696913,0.220634469172859,13.0489073090735,6.44653537373438e-39,0.954449724501206,0.196056163873686,0.113669505439204,0.278708573503408,6,1227,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.69736611690465e-37
"PDXP",0.244155613142601,0.210405931706443,0.277905294578759,12.9893880884984,1.40546263060506e-38,0.942645737379059,0.24954714672812,0.160297718078179,0.338404179871116,6,1134,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",3,"study_1; study_11; study_7",2.01683887491826e-36
"NRGN",0.326232490281387,0.276091480599826,0.376373499962949,12.7564398733505,2.8702184209388e-37,0.973463618337632,NA,NA,NA,5,1066,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN",2,"study_1; study_11",2.98215693935542e-34
"PPP3CA",0.224974311925403,0.189802789983578,0.260145833867228,12.7465707524936,3.25762693595407e-37,0.932949632092221,0.233793430181207,0.154215510198479,0.323257165264168,6,1041,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",3,"study_1; study_11; study_7",3.73975572247527e-35
"FKBP1A",0.168525665671014,0.143102658799071,0.193948672542957,12.5835072974289,2.60215104537025e-36,0.834543719530574,0.168950964111353,0.145972995062744,0.186533808620521,6,1236,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.03435504053468e-34
"GAP43",0.194168345996427,0.164162818404292,0.224173873588562,12.3711360366686,3.74486992127164e-35,0.936545046997048,0.199621765963364,0.136365984913094,0.272371197898586,7,1442,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN",3,"study_1; study_11; study_4",3.5825922246832e-33
"PPIA",0.151806969154334,0.128104390147307,0.175509548161361,12.1756035663614,4.19280949303854e-34,0.913936487718643,0.151758017621591,0.13781145070434,0.165691177515527,8,1630,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.58727787950745e-32
"HPRT1",0.164136266838499,0.136952607549709,0.19131992612729,12.0087037044064,3.19818864900491e-33,0.749129762299343,0.165072512601444,0.136186033872287,0.193230273516995,7,1358,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.15570907998132e-31
"LDHB",0.112261199413898,0.093355630023795,0.131166768804002,11.6038965934156,3.93733440755493e-31,0.918986119055034,0.112999584007157,0.0738938097614904,0.146326666086303,8,1631,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.36094819739399e-29
"SPON1",0.182544923344636,0.146553271270947,0.218536575418325,11.5524691211308,7.17296046661196e-31,0.978408844746639,0.183954276790503,0.0897388798273075,0.241988395482113,11,2296,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",2.55835589975827e-29
"ACHE",0.338693880373674,0.290038477983834,0.387349282763514,11.3659426802588,6.17937449438797e-30,0.980345287174391,NA,NA,NA,5,1075,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN",2,"study_1; study_11",3.21018504983455e-27
"SOD2",0.175167531546384,0.144858166060543,0.205476897032226,11.326990449525,9.64624626050068e-30,0.954915227506491,0.176641398657764,0.10495676655552,0.236578703821462,11,2248,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",2.94899528535307e-28
"STMN1",0.160150158830448,0.133297418027255,0.187002899633641,11.2235571665063,3.12444578500319e-29,0.917201222003429,0.160503778920219,0.116017583119852,0.191589575139786,6,1257,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",3,"study_1; study_11; study_7",2.56204554370261e-27
"ENOPH1",0.151682432072513,0.125843997006303,0.177520867138722,11.1687636803467,5.79822828850478e-29,0.0510862864286405,0.150901248853443,0.145640038184264,0.157140378751709,5,1099,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",3,"study_1; study_11; study_7",4.16022879700218e-27
"ABL1",0.544067300272824,0.461275508350533,0.626859092195114,11.1625388498362,6.2189779945667e-29,0.533067624270763,NA,NA,NA,3,667,"study_3_Olink_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",2,"study_3_Olink; study_8",2.15383937878493e-26
"SOD1",0.117641424444835,0.095170542536156,0.140112306353514,11.0308750538141,2.71213182095491e-28,0.907739141597839,0.118713680548568,0.0759682147618847,0.16025743198926,11,2297,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",7.25495262105438e-27
"GMFB",0.102838939546156,0.084586566824865,0.121091312267447,10.9341959538063,7.91040831359918e-28,0.926354822498149,0.105520891073508,0.0697658249260068,0.144554437905465,7,1326,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN",3,"study_1; study_11; study_4",5.04508263556215e-26
"TMSB10",0.978339468901857,0.819087786182471,1.13759115162124,10.9294068523045,8.33917218650501e-28,0,NA,NA,NA,3,667,"study_3_Olink_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",2,"study_3_Olink; study_8",2.16609997544468e-25
"GLO1",0.212028684987472,0.176676372941552,0.247380997033392,10.8737793642627,1.53699211855802e-27,0.969298353732809,0.212347556898491,0.135112015926568,0.240950580801882,10,2012,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",3.65462570412684e-26
"CHIT1",0.546095065045704,0.43586078121933,0.656329348872079,10.7528635556339,5.74498615104333e-27,0.946767480714389,0.550365977679638,0.412657058049494,0.683642662455066,10,1993,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",1.22942703632327e-25
"YWHAB",0.15251151894281,0.126320434426817,0.178702603458802,10.6895275842595,1.13949903360145e-26,0.911306510369773,0.153319265403095,0.133119496408707,0.172225895472807,7,1323,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.77459054880479e-25
"NPTX2",-0.221162072211778,-0.256924882705223,-0.185399261718332,-10.6776491599103,1.29509762260954e-26,0.97646251810964,-0.220314076760859,-0.265172177098534,-0.19617173986047,8,1629,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",4.11841043989835e-25
"NEDD8",0.148242871076858,0.121775306281959,0.174710435871757,10.4916183264803,9.43975168821724e-26,0.861396144422746,NA,NA,NA,4,1005,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN",2,"study_1; study_11",1.96158040081154e-23
"PCSK2",-0.159167938686238,-0.186872433868845,-0.131463443503631,-10.4824611425683,1.04001415386578e-25,0.90677502494085,-0.157344204945601,-0.17899608002242,-0.146256806566428,8,1517,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.18004327816651e-24
"NEFL_x",0.310802113600198,0.25467299070507,0.366931236495326,10.3611710436379,3.72374762488399e-25,0.769668015952889,0.30244284874498,0.247235125231071,0.332369147839934,3,960,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_7_LOAD_vs_CN",3,"study_1; study_11; study_7",2.13743113668341e-23
"BASP1",0.146778709380364,0.11856513904458,0.174992279716148,10.2793215454141,8.73402385342591e-25,0.905101767308523,0.148896125147888,0.0982910723752328,0.203261767725768,8,1616,"study_1_LOAD_vs_CN; study_10_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.57168480128652e-23
"GLOD4",0.124363279034062,0.101497378400864,0.147229179667261,10.267477019372,9.87535030270232e-25,0.713851707472625,0.124303602507724,0.116958882582383,0.13333082269656,6,1321,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.80389410380298e-23
"SYN1",0.224957026579851,0.184018959015813,0.265895094143888,10.1530779481965,3.21074195550225e-24,0.975872692241489,NA,NA,NA,4,1048,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_5_LOAD_vs_CN",2,"study_1; study_11",5.55993481961139e-22
"SCRN1",0.179307230206231,0.144415794839937,0.214198665572524,10.0900637873891,6.1129782241265e-24,0.934638234798537,NA,NA,NA,4,1042,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_5_LOAD_vs_CN",2,"study_1; study_11",9.07340624981061e-22
"CSTB",0.192441724196409,0.15608135536567,0.228802093027148,9.99569462381702,1.59167365916292e-23,0.967905147716836,0.193994146650952,0.102265831359356,0.242169156691952,10,1966,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",3.09652875509878e-22
"VASN",0.127433300648962,0.10050388984209,0.154362711455834,9.88847766084303,4.67076413530903e-23,0.959665805281941,0.128527481872149,0.0608001478625166,0.167391875529787,10,2048,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",8.32952937463444e-22
"GGCT",0.110815664110683,0.0877889371475304,0.133842391073835,9.80063537951592,1.11879652557029e-22,0.886081238661171,0.111232933651533,0.0708717623389238,0.144214299268198,7,1230,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_4_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.06704564768406e-21
"SDC4",0.27148809655592,0.223586057497604,0.319390135614235,9.63635530404082,5.61461260869677e-22,0.965561781123201,0.296371025854417,0.125684927463718,0.486077735496404,6,1280,"study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Olink_LOAD_vs_CN; study_5_LOAD_vs_CN; study_8_LOAD_vs_CN; study_9_LOAD_vs_CN",3,"study_11; study_2; study_8",2.92980694308359e-20
"PRDX3",0.138424540057572,0.105907109274206,0.170941970840939,9.40839216341199,5.03783992718292e-21,0.460981769209555,0.139820204516606,0.117930234886412,0.162525584627453,6,1141,"study_1_LOAD_vs_CN; study_11_LOAD_vs_CN; study_2_LOAD_vs_CN; study_3_Soma_LOAD_vs_CN; study_5_LOAD_vs_CN; study_7_LOAD_vs_CN",3,"study_1; study_11; study_7",2.40976676516916e-19
