"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"TP53I3",0.0255236962267884,-0.261463917194903,0.31251130964848,0.218019600856194,0.827413839476536,0,NA,NA,NA,2,211,"study_3_Soma_EOD_vs_CN; study_6_EOD_vs_CN",2,"study_3_Soma; study_6",0.946563562763939
"KIAA0319L",0.000622396428520307,-0.0314076036318378,0.0326523964888784,-0.217495654916825,0.827822092833268,0.867940914293377,0.000552708037581285,-0.015480297051797,0.0219646691345522,8,1291,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_4_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN; study_7_EOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.895614071040548
"PLS3",-0.00334492816102466,-0.063674876540581,0.0569850202185317,0.217256984463669,0.828008077857624,0.158589447047075,-0.00318743953992131,-0.0278856470733661,0.0150961138882978,6,985,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN",3,"study_1; study_11; study_6",0.937836944321207
"LBP",0.00221458761387065,-0.0817732973097583,0.0862024725374996,-0.216703287210935,0.828439586054972,0.849554764817107,0.00491088051847017,-0.0478304662629625,0.0609093863984332,8,1317,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_4_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN; study_7_EOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.895614071040548
"CDC42",0.0122870312564713,-0.157065401544836,0.181639464057779,0.216692012454984,0.828448373253518,0,NA,NA,NA,3,289,"study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN",2,"study_11; study_2",0.946563562763939
"PCSK6",-0.0232949598355592,-0.0781164620551393,0.0315265423840209,-0.214841294288974,0.829891056360416,0.754714723754557,-0.0198881059521052,-0.0493842720257485,0.0190666029333598,5,1018,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN",3,"study_1; study_11; study_6",0.937836944321207
"A1BG",0.0256269045433891,-0.0436672011496411,0.0949210102364193,0.213213356062737,0.831160551148055,0.706487040664816,0.0256349896316564,-0.000642968417972399,0.0657486944054455,9,1515,"study_1_EOD_vs_CN; study_10_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_4_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN; study_7_EOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.895614071040548
"MFNG",-0.0182781633082922,-0.139844291346522,0.103287964729937,0.212981869623356,0.831341104198622,0.554459237522719,NA,NA,NA,3,689,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_3_Soma_EOD_vs_CN",2,"study_1; study_11",0.946563562763939
"HGFAC",-0.019538690475062,-0.0921674814640016,0.0530901005138775,-0.212872651999775,0.831426294029948,0.825226251258986,-0.0170278637424409,-0.0718406724039967,0.030495782230976,8,1317,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_4_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN; study_7_EOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.895614071040548
"IGLV1-36",0.0388571423141773,-0.105061935089451,0.182776219717806,-0.21237079458973,0.831817768645482,0.563098235829442,0.0349641105705649,-0.0630310094995852,0.0928008350088672,4,884,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN",3,"study_1; study_11; study_6",0.937836944321207
"PTGDS",-0.00173604077781001,-0.0266777282587262,0.0232056467031062,-0.212328112046923,0.831851065152769,0.919851310243509,-0.00190526335100526,-0.0196353061806439,0.019414336262846,9,1515,"study_1_EOD_vs_CN; study_10_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_4_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN; study_7_EOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.895614071040548
"EVI2A",0.00695546678869952,-0.0827093647488309,0.0966202983262299,0.212271148492718,0.831895502698832,0,0.00643944960747644,0.00154023982933336,0.0101177682090848,6,911,"study_1_EOD_vs_CN; study_11_EOD_vs_CN; study_2_EOD_vs_CN; study_3_Soma_EOD_vs_CN; study_5_EOD_vs_CN; study_6_EOD_vs_CN",3,"study_1; study_11; study_6",0.937836944321207
