"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"CDH18",-0.0103364391751824,-0.054574352785891,0.0339014744355262,-0.527199309884033,0.598055187866925,0.797066290551708,-0.0111436388863729,-0.0383269926667967,0.0252863839617584,7,848,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.764070507575804
"A8MTW9",0.0197885373369538,-0.0778310924145116,0.117408167088419,0.526381757987669,0.598622987658213,0.525320006355605,0.0128456001707603,-0.0200843619373567,0.072126338845656,4,550,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.894716078327867
"SNCA",0.00949542210632549,-0.0884378919440195,0.10742873615667,0.526043157346154,0.598858221533423,0.59225807845624,0.00438714468443315,-0.0835155973241128,0.0869237457095155,7,480,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.836865976245424
"NECAB2",0.071888429538617,-0.20338341816147,0.347160277238704,0.525292013553672,0.599380208451598,0,NA,NA,NA,2,122,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD",2,"study_11; study_2",0.889493892109137
"FLRT3",-0.0451049616091114,-0.187358502010299,0.097148578792076,-0.523202526261846,0.600833323609044,0,NA,NA,NA,3,196,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_2",0.889493892109137
"RAB7A",-0.0799966946597519,-0.326724827502399,0.166731438182895,-0.522370136630617,0.60141264447121,0,NA,NA,NA,3,140,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_2",0.889493892109137
"PCSK9",-0.0223259907533458,-0.065004987938765,0.0203530064320735,-0.521046612676976,0.602334300331458,0.770585939315169,-0.0212476873397168,-0.0349734363671952,0.00012201665887052,11,1788,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.720770820059553
"C3",0.0102046773616255,-0.0494792679342049,0.0698886226574559,0.519972984770385,0.603082404436689,0.469920914482667,0.010991605654582,-0.0205419809245929,0.0269698127014006,8,963,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.840076448352704
"DDI2",-0.125319388936106,-0.500359867096926,0.249721089224714,-0.519244489959507,0.603590257679546,0.641027442059596,NA,NA,NA,2,95,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_3_Soma",0.890168273784047
"HGFAC",0.00884421889609786,-0.0634882589430813,0.081176696735277,0.516982159987598,0.60516861245918,0.547544848204834,0.00827289789374931,-0.0263863236548851,0.0445942300498828,8,900,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.771043912973573
"CD4",-0.0134730080325361,-0.0649703524595932,0.0380243363945211,-0.516804779290716,0.605292443426591,0,NA,NA,NA,3,914,"study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Olink; study_8",0.890168273784047
"CCL4",0.0224894850044672,-0.0648939032113975,0.109872873220332,0.516773291977654,0.605314426173152,0,NA,NA,NA,3,914,"study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Olink; study_8",0.890168273784047
"EFNB1",-0.00800534954013686,-0.0455254368305926,0.0295147377503188,-0.51511607177793,0.606471912537005,0.739424298165158,-0.00803658620040354,-0.0273014988800203,0.0110899216047019,8,885,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.771043912973573
"UBC",0.0262117999067182,-0.0776304951389519,0.130054094952388,0.514685528784649,0.606772787391274,0,NA,NA,NA,3,126,"study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_7_EOD_vs_LOD",2,"study_2; study_7",0.890622936038328
"ADCYAP1",0.0122535482296068,-0.0859107824536786,0.110417878912892,-0.514637854118365,0.606806107812885,0.649255145074419,0.0139472381079542,-0.0462895444196934,0.0664727275455457,5,611,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.904515270627249
"C1QB",-0.0189882645083274,-0.0507364392142447,0.0127599101975899,-0.513766700414368,0.607415111951126,0.838044926133844,-0.0187374268617312,-0.0431809849884078,0.0208268119318577,8,1033,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.771043912973573
"ST6GALNAC1",-0.00859260893203781,-0.0440403367320683,0.0268551188679927,-0.512808517211111,0.608085271307421,0.586326449852208,-0.00793757562202842,-0.0244712449275465,0.00559005775979212,7,853,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.771043912973573
"IL1R2",-0.0270064979576109,-0.118590924700304,0.0645779287850824,-0.512273287745285,0.608459757567368,0,-0.0401284837314163,-0.106319157111262,-0.00679195155651985,7,1162,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_11; study_2; study_6; study_8",0.841951751184108
"ADAM9",-0.0166530035670569,-0.057594126936408,0.0242881198022941,-0.512093134131017,0.608585829510988,0.207974528354202,-0.0162220398669098,-0.0260154028823011,0.010891051912283,8,829,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.771043912973573
"APMAP",0.0204993050263391,-0.0458507874576487,0.0868493975103268,0.510689137747923,0.609568747952929,0.541853162255788,0.0216716337933498,-0.0145616239592528,0.0530713762966906,8,842,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.771043912973573
"PPBP",0.00218072195125827,-0.0943846340202407,0.0987460779227572,0.509008321227279,0.610746391439326,0.757459315569782,-0.00462032328783559,-0.106391479582404,0.0622400429499694,6,642,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.905204143998994
"CTSL",0.0070194132768744,-0.0257244927680694,0.0397633193218183,0.506590782837995,0.612441976927722,0.80642178437557,0.00623301819093531,-0.0136724401395537,0.0401059511476538,8,963,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.841951751184108
"SUMF2",-0.0226911361113694,-0.0726241965020596,0.0272419242793208,-0.505938378768073,0.612899908986756,0.691854333670305,-0.013820781060168,-0.0522780677767117,0.0553078121280215,9,1448,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_1; study_11; study_7; study_8",0.841951751184108
"APOA2",0.0206383147120649,-0.0720912679806176,0.113367897404747,0.504932703654006,0.613606103294512,0,0.0206712454187758,0.00297837621649066,0.0454635791447642,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.774867872590095
"UBE2D2",0.0189321305018446,-0.0510415024261793,0.0889057634298684,0.500395112244703,0.61679689429543,0,NA,NA,NA,3,252,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD",2,"study_11; study_5",0.902251277081151
"TKT",-0.0302098763566965,-0.0720760487785631,0.0116562960651701,-0.500086834004423,0.61701393629506,0.865089600885884,-0.0322698276663348,-0.0896206167865919,0.0187806874862608,7,732,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.841951751184108
"GP1BA",0.0160976956532961,-0.0532730241066363,0.0854684154132285,0.499772489792514,0.617235283473627,0,0.0180543187029872,0.00852039844208132,0.0332614845520177,8,1411,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_1; study_11; study_6; study_8",0.841951751184108
"RTN4",0.023004798280269,-0.17785162767316,0.223861224233698,0.498974623948961,0.617797261146018,0,NA,NA,NA,2,183,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD",2,"study_11; study_2",0.902251277081151
"BAMBI",-0.0100522134780581,-0.0592912537301987,0.0391868267740824,-0.498692048933139,0.617996346839819,0.116534195573737,-0.00922444089434392,-0.0274495736828645,0.00697360375351178,9,1557,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_1; study_11; study_6; study_8",0.841951751184108
"FCN2",-0.0223252600083165,-0.130688370753811,0.0860378507371778,-0.498678350189109,0.618005998880237,0,-0.00482032800487052,-0.0453486148581426,0.054584433679234,6,1116,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",3,"study_11; study_2; study_8",0.905204143998994
"PCDHA4",0.0858142613011237,-0.0737922398689692,0.245420762471217,0.498420558808984,0.618187649200118,0.924912569607409,NA,NA,NA,2,156,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_3_Soma",0.902251277081151
"ITIH2",0.0198886014890326,-0.0614583978116662,0.101235600789731,0.498104715883547,0.618410236823036,0,0.0198391568212422,-0.00760173139877631,0.041584563584468,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.778513972056347
"PEA15",0.00242906120906889,-0.0381171026760558,0.0429752250941936,0.49793282697057,0.618531388793459,0.886974264836772,0.00255579703476883,-0.0168413502652136,0.0591317101165705,8,850,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.778513972056347
"IGFBP6",0.00286329243000967,-0.0430701344602059,0.0487967193202252,0.496482071855743,0.619554333205374,0.873667975016368,0.00521233941455561,-0.0311841066977197,0.0434338015781431,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.737235044540473
"S100A13",0.0158671356376498,-0.0382098541540159,0.0699441254293155,0.495601687644274,0.620175461879949,0,0.0161900255207672,0.00215986514867536,0.0273683236117665,7,678,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.841951751184108
"IGHV1-46",0.0374636516815212,-0.0923614051559407,0.167288708518983,0.494133892287166,0.62121162339346,0,0.0394702198322991,0.00858902217829157,0.06922951201587,4,455,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_1; study_11; study_7",0.905204143998994
"PLAT",-0.000603462589570603,-0.0777958201635012,0.07658889498436,-0.493666824686766,0.621541498415033,0.86123468660629,0.0508000884750767,-0.0527300335499282,0.200711347551263,5,1045,"study_11_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",3,"study_11; study_3_Soma; study_8",0.905204143998994
"S100A9",0.0397296529617361,-0.128666655123558,0.20812596104703,0.493572976311196,0.621607789723733,0.566792720734268,0.0412498527850744,-0.0367349803232658,0.129487225613644,6,591,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.841951751184108
"PODN",-0.0181886526979437,-0.0666388328343676,0.0302615274384803,-0.49328899470727,0.621808403397438,0.627848469137935,-0.0210985090774539,-0.0637153147013912,0.0072421605527508,6,698,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.841951751184108
"CDH9",0.0155056311899989,-0.0373655401802623,0.0683768025602602,0.493144809174372,0.621910271420475,0.7177141552624,0.0164494757051109,-0.0243930442280991,0.052650609297367,7,825,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.780899321271179
"QNG1",0.0390226703848752,-0.088225854679321,0.166271195449071,0.492668192937371,0.622247055450107,0,0.0391384501493245,0.00650557205785431,0.0567449699921301,4,431,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.905204143998994
"HSP90B1",0.00782919113184079,-0.0289162432333545,0.0445746254970361,0.492351620284803,0.622470794049932,0.489445454435224,0.00797952275389105,-0.0145297925569412,0.0284706840422219,8,901,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.780899321271179
"C3AR1",-0.0219944856569542,-0.0761605159359157,0.0321715446220073,-0.488504330925109,0.625192658805317,0.746974827707741,NA,NA,NA,2,241,"study_11_EOD_vs_LOD; study_7_EOD_vs_LOD",2,"study_11; study_7",0.91035253225467
"RTN1",0.0046745033975676,-0.047622180160715,0.0569711869558502,0.487625051305958,0.625815447949461,0.26919508787451,0.00317837045803002,-0.0305412104916858,0.0273288325967622,7,718,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.844753979275433
"GSR",-0.0056260434404279,-0.0435105869200769,0.0322585000392211,0.487121389997476,0.626172308948092,0.839336546847818,-0.00502221400205854,-0.0330853529251549,0.0169501210538425,8,841,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.783891492883777
"F2R",0.0311533017200104,-0.149544083918994,0.211850687359015,0.486808024859732,0.626394382893976,0,0.027454025848605,0.0186932538136947,0.0395651540476925,4,1013,"study_11_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",3,"study_11; study_3_Olink; study_8",0.905204143998994
"REEP2",-0.00888013474075301,-0.293820936958691,0.276060667477185,-0.486792094819385,0.626405673015646,0,-0.00864194968904724,-0.121458108426359,0.106828927927644,4,227,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_2; study_6",0.905204143998994
"DEFB1",-0.031681322633315,-0.164037528061862,0.100674882795232,-0.486343614274541,0.626723561233469,0,-0.0324636743916307,-0.0537503213664741,-0.00983843567095275,5,622,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.905204143998994
"TNFRSF12A",-0.0194177962190285,-0.0603686353786888,0.0215330429406317,-0.486083468853082,0.626907987109932,0.788050302953488,-0.0180286807546217,-0.0370063546328225,0.00295992397361894,8,1545,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_8",0.783891492883777
"KRT16",0.0508490949355261,-0.184951153497628,0.28664934336868,0.485941369898327,0.627008735708445,0,0.053577762348478,0.0189145376211733,0.0894673769496166,6,605,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.905204143998994
"KPRP",-0.137801412209449,-0.445526670595626,0.169923846176728,-0.48586654833622,0.62706178722359,0.779794293195941,NA,NA,NA,2,65,"study_2_EOD_vs_LOD; study_6_EOD_vs_LOD",2,"study_2; study_6",0.91035253225467
"PCDHB16",-0.0537561989565282,-0.253387790923725,0.145875393010669,-0.485583833440379,0.627262260934185,0.653315146265368,NA,NA,NA,2,349,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD",2,"study_1; study_11",0.91035253225467
"MYH9",0.0499762689925026,-0.217271043345739,0.317223581330745,0.485028344868161,0.627656239172175,0.0750580195429284,0.0512496216056407,0.0275752516847785,0.0970475541840247,5,549,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_1; study_11; study_6",0.905204143998994
"PRSS3",0.0125143458089835,-0.126492133147828,0.151520824765795,-0.484841846978332,0.62778853592768,0.706036573459857,-0.0101092769528476,-0.135274113806977,0.0844104029169812,3,266,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_11; study_3_Soma; study_7",0.905204143998994
"MSLN",0.0118932452010491,-0.0477475025855653,0.0715339929876635,0.484755806547672,0.627849574805694,0,0.0128658984499295,-0.00560328675584411,0.0255574578874071,11,1755,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.738598601062316
"IGKV1D-13",-0.0346385574221775,-0.190343666744609,0.121066551900254,-0.484382356475216,0.628114537586505,0,-0.0388017100307631,-0.0996851568905961,0.00955510559909369,3,438,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_7_EOD_vs_LOD",3,"study_1; study_11; study_7",0.905204143998994
"CD248",0.00468915002106172,-0.0217605841111547,0.0311388841532782,-0.48399178276694,0.628391700865768,0.853219950990518,0.00507137990702524,-0.0326869142623452,0.0274884690251541,8,895,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.784462842257266
"LEFTY2",-0.0206015898927724,-0.143486729468339,0.102283549682794,-0.483933460338557,0.62843309277628,0,-0.0223422694880738,-0.0477454300160763,-0.00332437949699786,3,326,"study_11_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_3_Soma; study_6",0.905204143998994
"TFPI",0.00225207717620895,-0.0554365995312427,0.0599407538836605,0.483168394780888,0.628976174278778,0.313520886084384,0.00635689455603888,-0.0152778943071452,0.0433194210157186,9,1574,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_1; study_11; study_6; study_8",0.846400036992429
"NID2",-0.00801936579030557,-0.0485919433907529,0.0325532118101418,0.482716569318312,0.629296996737127,0.561875585985334,-0.00600596696996567,-0.0196414507262326,0.0287722706038947,12,1963,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.738598601062316
"RHOA",0.0184540256194595,-0.125324072507204,0.162232123746123,0.481591905444268,0.630095877533776,0,0.0303749562068857,-0.00327920984181186,0.0744015496598277,4,242,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_6_EOD_vs_LOD",3,"study_11; study_2; study_6",0.905254025604082
"MB",-0.022455745022069,-0.139814495012268,0.09490300496813,-0.480174904161896,0.631103030015688,0.782131300324214,-0.0173204084585632,-0.110281768356436,0.0588796639719938,11,1791,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.738598601062316
"GSN",-0.021146350288665,-0.0485944986725397,0.00630179809520974,-0.479736429581376,0.631414820600858,0.938138162639153,-0.021041905392611,-0.0558338613214246,0.039113910090558,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.786851523711999
"GGH",0.0204628360579567,-0.0160802961597704,0.0570059682756839,0.478400794843472,0.632364968009381,0.699475781110358,0.0202551680379775,-0.0191119492969348,0.0380276463791241,9,1049,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.786851523711999
"REG4",0.0226232862750452,-0.0734986455036252,0.118745218053716,0.478346255272322,0.632403779429912,0,NA,NA,NA,4,932,"study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Soma; study_8",0.913417184379648
"KLRD1",0.016908679969261,-0.0538130048708585,0.0876303648093805,0.477791499908923,0.632798611660309,0,NA,NA,NA,3,914,"study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_3_Olink; study_8",0.913417184379648
"IGFLR1",0.0458268367348742,-0.0936111352508029,0.185264808720551,0.477031310676124,0.633339825894234,0.198279828687025,NA,NA,NA,3,131,"study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD",2,"study_11; study_2",0.913417184379648
