"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"SUMO3",0.321984587376756,0.238361880636726,0.405607294116786,6.25911549186919,3.87167076113519e-10,0.951657671583618,NA,NA,NA,4,203,"study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD",2,"study_2; study_4",3.00054483987977e-07
"PRKCSH",-0.0641242556499002,-0.0921121851385005,-0.0361363261612998,-5.01886809519766,5.19768218404522e-07,0.762922899272169,-0.0646557785940427,-0.0743854698704218,-0.0427137565556352,9,1038,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000391598115946342
"NKPD1",-0.160157500876888,-0.223732592184854,-0.096582409568923,-4.89070085018833,1.00477572147469e-06,0.896867508680961,NA,NA,NA,2,370,"study_1_EOD_vs_LOD; study_6_EOD_vs_LOD",2,"study_1; study_6",0.000389350592071441
"HSPA13",0.0778012215565979,0.0512243705955323,0.104378072517664,4.84055140741934,1.2947935534581e-06,0.917392674628441,0.078785702794974,0.0343265817165118,0.102507457874497,8,899,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000391598115946342
"VCAN",-0.0560433464487681,-0.0932815938089013,-0.0188050990886348,-4.81554150108254,1.4680124838002e-06,0.805365780919717,-0.0569342182766639,-0.070363184577896,-0.0427702591326053,11,1947,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.000312686659049443
"CUTA",-0.0727781308890413,-0.107135930323291,-0.0384203314547918,-4.80627430003819,1.53768893696208e-06,0.92071458823536,-0.0734233042798198,-0.0940242176620181,-0.0258723663947601,9,1049,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000391598115946342
"DAG1",-0.0699388779903665,-0.110228217027094,-0.0296495389536393,-4.63128310614587,3.63406559895045e-06,0.908701866571455,-0.0684131105564984,-0.0814225213618749,-0.0414795980526764,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.000387027986288223
"IGHA1",0.274741341157268,0.171572486763309,0.377910195551228,4.62428225206118,3.75897726172529e-06,0.921760991903166,0.278198911584473,0.106219729976009,0.369169244429413,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000590192542687698
"LAMB2",-0.0532004183553666,-0.0748994054230482,-0.0315014312876849,-4.58316617544959,4.57987785669314e-06,0.894748143892347,-0.0537636932932846,-0.0705669484824971,-0.0301406256548211,7,880,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000590192542687698
"EFCAB14",-0.0748230270146344,-0.108260745506787,-0.0413853085224816,-4.56396670896877,5.01960420040629e-06,0.849121933834341,-0.0750475533761718,-0.0891992877464195,-0.0459288343241107,8,901,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000590192542687698
"OLFML3",0.0595495150805727,0.0332646338190603,0.0858343963420851,4.53186174596633,5.84661113917335e-06,0.422684030071209,0.0597142812411657,0.0502595502819961,0.0688185299043957,8,901,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000590192542687698
"AEBP1",0.0732438523165241,0.0385018377595993,0.107985866873449,4.52013480590536,6.18002662500207e-06,0.574025446143813,0.07360796206894,0.0512296597446138,0.0908920211457342,8,998,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000590192542687698
"CCN2",-0.131685153612814,-0.176291345659409,-0.0870789615662192,-4.5147887954502,6.33798986207705e-06,0.933784626982891,-0.134840538769216,-0.208251348119826,-0.0636765555844914,7,813,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.00276336357986559
"CRTAC1",-0.105988433825921,-0.15678551671679,-0.0551913509350516,-4.41338927455516,1.01764775950722e-05,0.789456029164345,-0.103115627844892,-0.120999394274474,-0.0528632404836883,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.000722529909250123
"CPXM2",0.128136572228084,0.0775841564628079,0.178688987993361,4.3908391177168,1.12914064694884e-05,0.839024641748544,0.129852824325788,0.0953374519459278,0.17754624262086,7,880,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.000958514949187683
"LYVE1",-0.0953046887753882,-0.137057654835363,-0.0535517227154139,-4.34272426319767,1.40726713449154e-05,0.867425793179178,-0.09463964057972,-0.118589959402865,-0.0728952657472526,12,1964,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.000749369749116745
"NDRG2",-0.0751659179231522,-0.100645773097989,-0.0496860627483155,-4.340971226889,1.41854300168798e-05,0.957226572746374,-0.0765083073080867,-0.111482678003455,-0.0156946581875358,8,898,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00108376685328962
"FN1",-0.0736567368384401,-0.0994703750890106,-0.0478430985878696,-4.24963127191815,2.14122695394603e-05,0.948290019930825,-0.075179297372354,-0.124227617744409,-0.0418047976165515,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00148717944801343
"CXCL12",0.15837876664994,0.0757621723321393,0.240995360967741,4.22957653884405,2.34131611990615e-05,0.216207752375229,0.158918593779219,0.130221219146424,0.183762322979509,7,805,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.00510406914139541
"CNTN1",-0.0480512133809579,-0.0760323573979609,-0.020070069363955,-4.1154192128544,3.8647634724797e-05,0.923409063994684,-0.0483166055007065,-0.0578359653942433,-0.0274748424494197,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00164638923927635
"APOE",-0.216538554565154,-0.311421684663207,-0.121655424467101,-4.03002428727879,5.57710901143983e-05,0.925759914044638,-0.214653509076791,-0.27326088711045,-0.137043163793419,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00355075940395002
"CA4",-0.100563208447564,-0.147162154327849,-0.0539642625672797,-4.0225198248359,5.75788060243614e-05,0.93996734326757,-0.0996326912157892,-0.12711876392863,-0.058207309488955,11,1795,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00204404761386483
"FTL",-0.111344608306038,-0.164730067896482,-0.0579591487155936,-3.96414765984311,7.36586509117694e-05,0.854859992054087,-0.11017207339269,-0.136504805180955,-0.0924798324687559,7,641,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.00944104750469445
"MEGF8",-0.0758184903298452,-0.115702191882142,-0.035934788777548,-3.9417971255826,8.08733695011314e-05,0.867407229017142,-0.0766932358303906,-0.101795365490008,-0.0281749065372927,8,969,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00475286571529726
"SFRP4",0.123372340097546,0.064591062827414,0.182153617367679,3.92531834122378,8.66151147219674e-05,0.918199176848889,0.126108255553591,0.0588912313811285,0.191375191236027,7,813,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.00944104750469445
"PTPRF",-0.0746326851602035,-0.121652430496158,-0.0276129398242491,-3.89820452796244,9.69085517751708e-05,0.321467322070786,-0.0732450879236996,-0.0809354669935153,-0.0504322457701296,11,1896,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00261169456331617
"CXADR",0.0494440997255992,0.00407747877652839,0.0948107206746701,3.89526403948072,9.80918145846449e-05,0.946992312963231,0.0534880787268974,0.00619378114318994,0.114553612788203,11,1732,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00261169456331617
"CSPG4",-0.0413160672521815,-0.0688396295743542,-0.0137925049300088,-3.83433887396689,0.000125902469555793,0.573856176342562,-0.0412040236262374,-0.0505257320923959,-0.0251848976925141,7,880,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00687067762433039
"SLC39A12",0.169428032448182,0.0974628911363891,0.241393173759975,3.79095011700522,0.000150072095583352,0.804731413682777,0.171613784868903,0.101241052409036,0.244948861637622,7,842,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00708327250562398
"PTPRD",-0.0496542845844243,-0.0754049000182232,-0.0239036691506254,-3.78127073209078,0.000156029877587294,0,-0.0499245224483685,-0.0588237452282491,-0.0407492242233016,9,1008,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00708327250562398
"PIK3IP1",-0.0600166278722972,-0.0912925299941631,-0.0287407257504314,-3.77287497810063,0.00016137716450274,0.628784748380409,-0.0604027027410879,-0.0761485475064613,-0.0404766857763687,8,1022,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00708327250562398
"C7",-0.0983551669993258,-0.138582158781854,-0.0581281752167974,-3.76449892879099,0.000166883383640355,0.907795444686904,-0.0983964262101225,-0.136380707598678,-0.0279277232080717,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00708327250562398
"BCAM",-0.0700035790151957,-0.109846024382327,-0.0301611336480644,-3.75486653906201,0.00017343386754495,0.81057243962589,-0.068323283947508,-0.0853140224040521,-0.0382728473989273,11,1811,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00379090971068122
"PAM",-0.0741431678187269,-0.12430003842898,-0.0239862972084734,-3.74838489836427,0.000177976981722123,0.759571452895282,-0.0726993851889734,-0.0982469511318694,-0.0471994631825666,12,1965,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00379090971068122
"CNTFR",-0.0554188040832451,-0.0837347929927682,-0.027102815173722,-3.74344381550632,0.000181515204311184,0.814116436166334,-0.0562277601215612,-0.0718527112436379,-0.0292544582905601,8,897,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00719436074790644
"MOXD1",-0.0988308389913722,-0.146620677992831,-0.0510409999899135,-3.72303998480146,0.000196838334214671,0.544094612416481,-0.100379909738531,-0.138089743405898,-0.0771823005874413,6,742,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.0130720120994721
"TMEFF1",0.0907182628923852,0.0490208364678155,0.132415689316955,3.72025157551723,0.000199024426744547,0.896924078475532,0.0942524990800524,0.0575776328264544,0.140041378550667,7,746,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.0130720120994721
"GGCT",0.0865279310110409,0.0397885291059473,0.133267332916134,3.71752734473585,0.00020118221683487,0.855100076229998,0.0876329820015982,0.0305760466950439,0.115856545864966,8,838,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00719436074790644
"ADGRL1",-0.0501388099686286,-0.0802963362877469,-0.0199812836495103,-3.71360329993007,0.000204329004897285,0.912684291559245,-0.0506488729253118,-0.086527241790517,-0.000559690358239524,7,883,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00719436074790644
"SLC3A2",-0.0403040490091378,-0.0580121994046282,-0.0225958986136475,-3.71011214707164,0.000207167456091547,0.909519336009348,-0.040567516364347,-0.0510917806991929,-0.0118372151983052,7,883,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00719436074790644
"CD81",0.173786142442368,0.0949447709861863,0.25262751389855,3.70682754037807,0.000209871753890608,0.88125169593137,0.175940242747886,0.0764729765148811,0.248151799267528,5,669,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.0130720120994721
"COL1A2",0.0688305179719055,0.0312262748083059,0.106434761135505,3.68501231493617,0.000228691582520792,0.687996835535216,0.0680931603098708,0.036604707181837,0.0869586422063762,8,1023,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00754849713005447
"GAS6",-0.0597937309612347,-0.097413600469321,-0.0221738614531485,-3.67856700204432,0.000234548077495228,0.744573101735842,-0.0589130191508833,-0.0713059884167956,-0.0419982969750513,11,1814,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.0045417036824076
"SIL1",0.074716253536757,0.0413386860124176,0.108093821061096,3.67577810602019,0.000237125564294905,0.829352485548048,0.0754952437601141,0.0386003383759957,0.0997310600482254,7,880,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00754849713005447
"IGKV1-33",0.388301754748084,0.248630737668367,0.527972771827801,3.67025256892667,0.000242310925155236,0.986509810435521,NA,NA,NA,2,212,"study_4_EOD_vs_LOD; study_7_EOD_vs_LOD",2,"study_4; study_7",0.047651543938444
"IL1RN",0.223920145565793,0.104149601122182,0.343690690009405,3.66644742779562,0.000245943452585517,0,NA,NA,NA,4,926,"study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",2,"study_2; study_8",0.047651543938444
"UBE2L3",0.0826641852751627,-0.0625322746911657,0.227860645241491,3.65200464358819,0.000260201178736692,0.227683260024605,0.0827720306144372,0.0648849417325817,0.11059729587173,6,731,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.0141809642411497
"IGLC2",0.168693072067433,0.0630315957654954,0.27435454836937,3.63313146211354,0.000280002267649648,0.948627991688894,0.189962090844477,0.0767921826905424,0.274502204241083,7,1384,"study_1_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",3,"study_1; study_4; study_8",0.0659504425772552
"QSOX2",-0.0863807033164581,-0.12436327511187,-0.0483981315210458,-3.63087765408943,0.000282459066426877,0.969635494217272,-0.087176952276677,-0.122931700025107,0.000134544026956732,9,1006,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.00863194907000537
"PODXL",-0.0741196366408566,-0.12082165454571,-0.0274176187360032,-3.61814766703251,0.000296719092719787,0.516874270217507,-0.073872048993186,-0.0913527918772787,-0.0649598165232269,8,1494,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",4,"study_1; study_11; study_6; study_8",0.0143743916028697
"PCSK1N",-0.0511365061785404,-0.0950695512015623,-0.00720346115551858,-3.60307701983663,0.000314472297322664,0.863736375076895,-0.0514252939598762,-0.0964142180965749,-0.00997399761944382,9,1051,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0092317804429606
"EXTL2",-0.0464170870997698,-0.0762515972041902,-0.0165825769953495,-3.59350928212587,0.000326254020889969,0.913840248626737,-0.0467640046547635,-0.0796951184795734,-0.00287116874915663,8,901,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",5,"study_1; study_11; study_4; study_6; study_7",0.0092317804429606
"IGHV7-81",0.337295331608139,0.116369041744286,0.558221621471993,3.56736072793634,0.000360594922496894,0.896940518084305,NA,NA,NA,2,289,"study_4_EOD_vs_LOD; study_6_EOD_vs_LOD",2,"study_4; study_6",0.0558922129870186
"ANGPTL2",0.0732695018833192,0.0410489332468867,0.105490070519752,3.55267543464599,0.000381334648404695,0.917953576951522,0.0739004407565306,0.0127747847516931,0.100619951660994,6,751,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD",4,"study_1; study_11; study_6; study_7",0.0152200523087868
"AGT",-0.0635515148923617,-0.0992126997425277,-0.0278903300421956,-3.55084797876508,0.000383992145405172,0.764152033108872,-0.0645217928760448,-0.0846530536982298,-0.0404780318366737,8,963,"study_1_EOD_vs_LOD; study_10_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD",4,"study_1; study_11; study_4; study_6",0.0152200523087868
"MDGA1",-0.106647662299712,-0.167015535544868,-0.0462797890545559,-3.53021268450317,0.000415225731275758,0.839394228399235,-0.105611080137014,-0.126487759046562,-0.0831007549969009,11,1756,"study_1_EOD_vs_LOD; study_11_EOD_vs_LOD; study_2_EOD_vs_LOD; study_3_Olink_EOD_vs_LOD; study_3_Soma_EOD_vs_LOD; study_4_EOD_vs_LOD; study_5_EOD_vs_LOD; study_6_EOD_vs_LOD; study_7_EOD_vs_LOD; study_8_EOD_vs_LOD; study_9_EOD_vs_LOD",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.00737025673014471
