"Protein","Log2FC","SE","F_value","P_value","FDR","Comparison","N","Study"
"MT3",-0.0380246529144737,0.0381710162393683,0.992345882777492,0.320556503521678,0.794042689640438,"EOD_vs_CN",212,"study_6"
"NFASC",-0.0722025266931115,0.0304248407930686,5.63181218173261,0.0188051654964007,0.367115815919709,"EOD_vs_CN",212,"study_6"
"ALDOA",0.0226272547875387,0.0321363632200726,0.49575862607035,0.482432517053468,0.883764005703054,"EOD_vs_CN",212,"study_6"
"LSAMP",-0.0401321727650929,0.0268812033432297,2.2288863991778,0.137606996563177,0.629414828787984,"EOD_vs_CN",212,"study_6"
"PARK7",0.0726544331462848,0.0312112881420785,5.41877166604443,0.0216103884989829,0.377870439105138,"EOD_vs_CN",212,"study_6"
"YWHAZ",0.140607119149768,0.0345124686966098,16.5982602199519,7.28784836721207e-05,0.027971681527192,"EOD_vs_CN",212,"study_6"
"CXCL16",0.0654486667381423,0.054566511136929,1.43863040310389,0.233305763098422,0.739109699578042,"EOD_vs_CN",134,"study_6"
"CST7",-0.04698972073125,0.0763260312526353,0.379018463078115,0.54017913126804,0.901350653927223,"EOD_vs_CN",92,"study_6"
"SELENBP1",0.0294595895089009,0.0305333388005173,0.930903769134582,0.336058012365979,0.8083994786036,"EOD_vs_CN",212,"study_6"
"PROCR",0.0368461221946594,0.0392574016902495,0.880928118458366,0.34943784263947,0.814702519836588,"EOD_vs_CN",212,"study_6"
"NCAN",-0.0705692474241486,0.0385885018259484,3.34437629580577,0.0690295270191841,0.518759490644169,"EOD_vs_CN",212,"study_6"
"NICOL1",-0.0826621387062693,0.0442672529510569,3.48696935479343,0.0634096782205431,0.517253604578936,"EOD_vs_CN",212,"study_6"
"DPP7",0.000658551841718258,0.0499012271128281,0.000174163637442649,0.98948466462003,0.999236339955658,"EOD_vs_CN",212,"study_6"
"ICOSLG",-0.00649478684674923,0.0382057792791048,0.0288982590739658,0.86520752148569,0.983428528246922,"EOD_vs_CN",212,"study_6"
"PAPLN",0.010621648754644,0.0276429488573233,0.147643771628729,0.701243608239533,0.953868810136398,"EOD_vs_CN",212,"study_6"
"FOLR2",0.0343190374117647,0.0327616642761686,1.09733260895088,0.296334892031783,0.783667113016769,"EOD_vs_CN",212,"study_6"
"GC",0.042970881375,0.0689604471995123,0.388283007475371,0.534152272435191,0.899553826956989,"EOD_vs_CN",212,"study_6"
"HBA1",-0.04335458185952,0.208648132604684,0.0431758602773599,0.83567341212472,0.981530252615223,"EOD_vs_CN",212,"study_6"
"IGLV3-19",-0.0589336243858359,0.0894769206142908,0.433814678909369,0.511159584748179,0.890381264876743,"EOD_vs_CN",212,"study_6"
"FBLN5",0.0275851329860681,0.0272381974783498,1.02563642350039,0.31257007950987,0.790136204002825,"EOD_vs_CN",212,"study_6"
"LAMP2",0.00630877539938081,0.0336657197989871,0.035116750625462,0.851611337217764,0.98339457010582,"EOD_vs_CN",212,"study_6"
"NUCB2",-0.0245278524496904,0.0357949476026909,0.469543235110235,0.494145743430403,0.887263025070679,"EOD_vs_CN",212,"study_6"
"PDGFB",-0.00594100084977679,0.0310549329219705,0.0365980577380865,0.848529857827488,0.98339457010582,"EOD_vs_CN",198,"study_6"
"ITIH2",-0.0511409704651703,0.0985634631443866,0.269219194824234,0.60470409334885,0.928167071938228,"EOD_vs_CN",212,"study_6"
"CSF1R",0.0533326044318885,0.0373258536568111,2.04157851598791,0.155406588606609,0.64937850410188,"EOD_vs_CN",212,"study_6"
"PGLYRP2",0.00433528632856034,0.0755596033965579,0.00329197276070529,0.954324760148714,0.99768957837669,"EOD_vs_CN",212,"study_6"
"IGHM",0.0276203128490713,0.172666132925603,0.0255883841348198,0.873144563866716,0.983428528246922,"EOD_vs_CN",212,"study_6"
"LAMA2",-0.00301491427670279,0.020073851513852,0.0225573730524398,0.880793041880764,0.983428528246922,"EOD_vs_CN",212,"study_6"
"APLP2",-0.0463654019218266,0.0390491533563004,1.40982372050456,0.236711760654632,0.74002239187535,"EOD_vs_CN",212,"study_6"
"AGA",0.145393859939242,0.0515570625419197,7.95272201036751,0.00551389927306519,0.262788236513265,"EOD_vs_CN",212,"study_6"
"CFI",0.0401863171559597,0.0557079340952549,0.520382051143576,0.471744676533914,0.881740498749056,"EOD_vs_CN",212,"study_6"
"CD44",0.109342252487616,0.0350535741770594,9.7299681629261,0.00210975231769944,0.156199810484488,"EOD_vs_CN",212,"study_6"
"IGSF8",0.0244643515994582,0.0259347529010724,0.88982210534645,0.347108807122389,0.812494737046434,"EOD_vs_CN",212,"study_6"
