"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"FGFR3",-0.000727481377630139,-0.0202883030873644,0.0188333403321041,0.261249147217818,0.793900379685047,0.80199733783769,0.000379445503534831,-0.0160988968817297,0.0274813953677905,8,1474,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_4_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_7_LOD_vs_CN",5,"study_1; study_11; study_4; study_6; study_7",0.839765325966714
"JAG2",-0.00612520018177763,-0.0515313280394094,0.0392809276758542,-0.260694706747495,0.794327948354472,0,-0.00668944755721379,-0.0103318066097499,-0.00348544799150183,5,876,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_1; study_11; study_6",0.880394719954591
"MFGE8",0.00694658320461068,-0.0333827446438129,0.0472759110530342,0.259426845421266,0.79530591889373,0.799816326811673,0.00651690854938842,-0.0118796003264136,0.0216977082271425,12,2593,"study_1_LOD_vs_CN; study_10_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Olink_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_4_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_7_LOD_vs_CN; study_8_LOD_vs_CN; study_9_LOD_vs_CN",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.832819429013907
"SCARF2",0.00299145936422675,-0.0579651878381796,0.0639481065666331,0.258300587951362,0.79617493253915,0,0.000156251494522856,-0.0237991227180014,0.022285720274184,6,1307,"study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Olink_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_8_LOD_vs_CN; study_9_LOD_vs_CN",3,"study_11; study_2; study_8",0.880394719954591
"AK1",0.0186062150846676,-0.0510997981226795,0.0883122282920146,0.257698225441789,0.796639815755198,0.767929344272786,NA,NA,NA,5,1052,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_5_LOD_vs_CN",2,"study_1; study_11",0.91600685674188
"GJA1",-0.00833461489953862,-0.0432123804842699,0.0265431506851926,-0.257138944739853,0.797071514488558,0.81395581446128,-0.0121058740740865,-0.0285168667919108,0.0205850591653149,4,1062,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_7_LOD_vs_CN",3,"study_1; study_11; study_7",0.880394719954591
"CNDP1",0.0153208274331141,-0.0160933566532278,0.0467350115194559,0.256202714318693,0.797794312840425,0.838475732275953,0.015405765628601,-0.0220399094047504,0.0511818229561707,12,2526,"study_1_LOD_vs_CN; study_10_LOD_vs_CN; study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_3_Olink_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_4_LOD_vs_CN; study_5_LOD_vs_CN; study_6_LOD_vs_CN; study_7_LOD_vs_CN; study_8_LOD_vs_CN; study_9_LOD_vs_CN",6,"study_1; study_11; study_4; study_6; study_7; study_8",0.832819429013907
"CLEC7A",-0.0189464003746714,-0.157757601793187,0.119864801043844,-0.256154085034605,0.797831860868557,0,NA,NA,NA,4,959,"study_2_LOD_vs_CN; study_3_Olink_LOD_vs_CN; study_8_LOD_vs_CN; study_9_LOD_vs_CN",2,"study_2; study_8",0.91600685674188
"INHBC",-0.0152209326055031,-0.0923666651274751,0.061924799916469,-0.256056401154175,0.797907286733621,0.604979126816054,-0.0103515127535004,-0.0467289902819118,0.0148553695191005,5,723,"study_1_LOD_vs_CN; study_11_LOD_vs_CN; study_3_Olink_LOD_vs_CN; study_3_Soma_LOD_vs_CN; study_6_LOD_vs_CN",3,"study_1; study_11; study_6",0.880394719954591
"ITLN1",-0.0119296991912842,-0.117656022249078,0.0937966238665092,-0.254839731956876,0.798846886468129,0,NA,NA,NA,3,538,"study_11_LOD_vs_CN; study_2_LOD_vs_CN; study_5_LOD_vs_CN",2,"study_11; study_2",0.91600685674188
