"Protein","Weighted_Effect","CI_Lower","CI_Upper","Z_score","P_value","I_squared","LOO_Mean","LOO_CI_Lower","LOO_CI_Upper","N_Studies","Total_N","Studies","N_Unique_Studies","Unique_Study_Names","FDR_BH_Stratified"
"YWHAZ",0.426345969428643,0.376113490704152,0.476578448153134,13.5392202052067,9.17577851591363e-42,0.952039481020904,0.427540529565362,0.38630965235388,0.473160760930071,8,1228,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",7.23051347053994e-39
"YWHAG",0.433437600045952,0.38355506952281,0.483320130569095,13.0135194467477,1.02509887433067e-38,0.885530479753736,0.435878500770761,0.393135399336203,0.461712931955026,7,1030,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",4.03888956486285e-36
"PEA15",0.292901551477328,0.243704356985451,0.342098745969205,12.7278573175497,4.14046309021077e-37,0.895413671556285,0.294202766542578,0.279135816616325,0.314681250285554,7,980,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.08756163836203e-34
"YWHAE",0.345439425023188,0.295592136413442,0.395286713632935,12.4623443346622,1.19796449191161e-35,0.835330020090086,0.344594260673934,0.322462298687775,0.375444294685997,7,1014,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.35999004906588e-33
"MAPT",0.551183690401895,0.459401199298013,0.642966181505776,12.071226467296,1.4988363900023e-33,0.874327995829055,0.555880150662485,0.477000826981446,0.651077271293803,8,1164,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.36216615064363e-31
"UCHL1",0.441923194171124,0.379731279991915,0.504115108350333,12.015755943747,2.93671691950003e-33,0.77164268001933,0.44412598456602,0.416251168400879,0.469042565275502,7,946,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.85688822094337e-31
"PGAM1",0.208475010167966,0.171752186348091,0.24519783398784,11.8439764000123,2.31224265780503e-32,0.909695706272067,0.210450184425958,0.171929843907858,0.255027051725178,7,1019,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.60292459192909e-30
"MIF",0.300799625237388,0.249034490262918,0.352564760211857,11.6500894372833,2.2921812773857e-31,0.775191233201763,0.301231938746924,0.238028205537476,0.350694377687911,10,1659,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",4.88234612083153e-29
"SMOC1",0.330137621790924,0.278042529607188,0.382232713974661,11.3266869330595,9.67972146961936e-30,0.894175155661567,0.329998909001457,0.288217981317617,0.358315614964645,9,1244,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",9.53452564757507e-28
"DDAH1",0.216333343215083,0.178158345205228,0.254508341224938,11.2392870128468,2.61485651580305e-29,0.909769282717997,0.218239361040937,0.143690939847096,0.303453468254982,10,1626,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",2.78482218933025e-27
"GDI1",0.199785482245388,0.170431092830644,0.229139871660131,11.1203132944733,9.99204933808996e-29,0.946648090890788,0.20001980937745,0.176284311546242,0.220468653715831,7,968,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",8.74859430934988e-27
"FABP3",0.39523136056953,0.327961758769218,0.462500962369841,11.0393718197518,2.46752172263475e-28,0.884220410729143,0.398984823704887,0.345955556713901,0.4671098276241,7,972,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.94440711743619e-26
"PGK1",0.208151201421136,0.168247270501559,0.248055132340713,10.7622500114299,5.18875659153146e-27,0.879270303257545,0.211179792067978,0.178371240844345,0.251968368840224,8,1205,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.71703654011527e-25
"ENO2",0.186346984101909,0.146318388378871,0.226375579824946,10.4681479319806,1.20986901234749e-25,0.753206399854376,0.186286325575719,0.150344099062345,0.19955144189879,11,1834,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",8.59006998766718e-24
"YWHAB",0.227745916975027,0.192252401456537,0.263239432493517,10.3183108640855,5.82386881608602e-25,0.914131161181275,0.230432546664245,0.189997154759358,0.27765734065381,7,1000,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",3.82434052256315e-23
"ENO1",0.222424661349856,0.178372079139634,0.266477243560078,10.2997293988216,7.06597850370375e-25,0.879561718538891,0.221019176104082,0.206937984474501,0.241698988086879,8,1159,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",4.28307004686042e-23
"ITGB2",0.33184739632935,0.265815665859381,0.39787912679932,10.2703135494035,9.58924861677489e-25,0.915179003981928,0.338137357894653,0.229847461433798,0.464089045233116,8,1438,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",3,"study_1; study_11; study_8",5.47546096017846e-22
"PPIA",0.217052920909105,0.17782957826423,0.256276263553981,10.1459648323188,3.45348758238084e-24,0.908504357938775,0.218198485811042,0.192605196955546,0.236631126528968,8,1230,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.9438201535115e-22
"PEBP1",0.182490587046212,0.143810214777913,0.22117095931451,10.1313777964047,4.00959327072725e-24,0.838842994546594,0.182930347817144,0.139330248700513,0.220392558163502,11,1852,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",2.13510841666226e-22
"PARK7",0.211514291563279,0.154216004577132,0.268812578549425,10.1089011294421,5.04469099616572e-24,0.873741509588733,0.211960984729125,0.162321670089399,0.268411816568394,11,1851,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",2.1490383643666e-22
"MDH1",0.23323829447089,0.187946933487349,0.278529655454431,10.0159046783708,1.29769155350243e-23,0.898168333327792,0.233652390975885,0.190079405086028,0.267895039203097,8,1229,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",6.81720629439941e-22
"GLO1",0.224446541447123,0.182634919321406,0.266258163572841,9.94245025813514,2.72051592288487e-23,0.912623921068749,0.225249982544069,0.167998893664047,0.279163388287434,10,1633,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",9.65783152624127e-22
"ABL1",0.395167614090289,0.32253703493522,0.467798193245358,9.55137800244526,1.27982473181526e-21,0,NA,NA,NA,3,622,"study_3_Olink_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",2,"study_3_Olink; study_8",1.34125631894239e-18
"LDHA",0.203089070868761,0.152176577349648,0.254001564387873,9.40241529333882,5.33246781545748e-21,0.936577199516525,0.20430817762407,0.117952030817142,0.279644531607118,8,1230,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.51921623191758e-19
"ALDOA",0.232033498765936,0.178087570582952,0.28597942694892,9.40041443732859,5.43485735312168e-21,0.885929709755195,0.235852165508536,0.197653432187283,0.296596026699202,8,1231,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.51921623191758e-19
"PDXP",0.304179812689512,0.243964001372789,0.364395624006236,9.01946102776597,1.89016934357986e-19,0.821090453758636,0.311440255717245,0.230429262195855,0.405510418010366,6,860,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",5.39643347592049e-17
"PKM",0.212936956041287,0.158935654410433,0.266938257672142,8.97640362472185,2.79761643090779e-19,0.860889616309807,0.214193998756376,0.165975258336879,0.260188406735171,8,1231,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.22473430419741e-17
"PFN2",0.230929291177296,0.170678909458348,0.291179672896244,8.61006620862501,7.30183918499969e-18,0.62988773229166,0.231773779996046,0.19483919900665,0.263427337602414,6,891,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",1.38978339154494e-15
"GDA",0.234657198441374,0.16291262564103,0.306401771241718,8.4537111271618,2.82186969685332e-17,0.791130651820834,0.23792504455428,0.175978624559089,0.313048339342044,8,1229,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.17033332690548e-15
"HPRT1",0.203994913966187,0.15336518375262,0.254624644179753,8.29768174166932,1.06162618563195e-16,0.726768135685499,0.207705029408412,0.169255792330434,0.268307137087378,7,1017,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",4.1828071713899e-15
"SYN1",0.341418775633479,0.248486796494113,0.434350754772846,8.27273166750386,1.30924133938805e-16,0.740570994235264,NA,NA,NA,4,810,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_5_EOAD_vs_CN",2,"study_1; study_11",6.86042461839339e-14
"SMOC2",0.213754160072306,0.11134850482166,0.316159815322952,8.26017055190301,1.45464471308867e-16,0.956682654220562,0.213714620239014,0.110524380576311,0.380297926004887,8,1322,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",3,"study_1; study_11; study_8",2.07650532793407e-14
"PPP3CA",0.255340540619073,0.180160797112271,0.330520284125875,8.23343337041191,1.81922584982641e-16,0.631352399777983,0.259783401472364,0.206898964122338,0.316849628233976,6,809,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",2.07755592050176e-14
"CRYM",0.231052890167122,0.168822963441147,0.293282816893097,8.20136851365371,2.37665745573271e-16,0.89509850397691,0.232194374336809,0.151785074404455,0.303187019964998,6,917,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",8.9181241672256e-15
"DLD",0.147723502803123,0.106383420778972,0.189063584827273,8.13673795665513,4.06070305374376e-16,0.884931655073501,0.151823754851266,0.0991326027207206,0.228262038767646,7,1019,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.4544700028864e-14
"NPTX2",-0.35119575916518,-0.444139533986282,-0.258251984344078,-8.09655091235017,5.65393208554981e-16,0.965129909808771,-0.34998690876366,-0.398860834652759,-0.320343445766812,8,1228,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.9370862971362e-14
"GPI",0.237116530967624,0.175990635130249,0.298242426804999,8.03741482535898,9.17536341308579e-16,0.689325838602122,0.240985052404307,0.21416240639863,0.27268355909997,7,1016,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN",3,"study_1; study_11; study_4",8.73188751478665e-14
"TMSB10",0.71053625595265,0.544729321189336,0.876343190715964,7.85858785276957,3.88488204376004e-15,0,NA,NA,NA,3,622,"study_3_Olink_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",2,"study_3_Olink; study_8",1.12990679069114e-12
"NEFM",0.341733561628657,0.249297841152929,0.434169282104385,7.84549118656714,4.31262133851582e-15,0,NA,NA,NA,4,810,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_5_EOAD_vs_CN",2,"study_1; study_11",1.12990679069114e-12
"GAP43",0.236724257227636,0.165064345160118,0.308384169295155,7.8182161131261,5.3577152210194e-15,0.820755091498989,0.242700888050037,0.172000844533694,0.326496394722975,7,1105,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN",3,"study_1; study_11; study_4",4.3703648445744e-13
"GLOD4",0.152482573411647,0.115449928339777,0.189515218483517,7.80315554530379,6.03780543156349e-15,0.887799183641948,0.153817270860343,0.12210955690793,0.18836956798257,6,984,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.98241278336335e-13
"FKBP1A",0.157373969220429,0.117884805531294,0.196863132909564,7.74820512050684,9.32005044664108e-15,0.899671588235574,0.159971266503439,0.137834126777866,0.195528712212071,6,939,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.93767990078127e-13
"SPON1",0.162276113888892,0.116036964537144,0.20851526324064,7.71392908592833,1.22002280155295e-14,0.864545038289742,0.162256380885609,0.105925591050903,0.194340711200329,11,1852,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",3.71235509615399e-13
"UBE2V1",0.147896751397954,0.105459825605393,0.190333677190514,7.65533424985814,1.92810085994456e-14,0.833299408489705,0.148597763485921,0.107969028425936,0.182756738250425,5,907,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",1.37618198878543e-12
"CALM1",0.184404867859563,0.129225339016058,0.239584396703067,7.64299173256166,2.12231623357955e-14,0.740535549828914,0.187082430295539,0.1558468785426,0.232953367110653,5,1068,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_4_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",6.43225073869493e-13
"STMN1",0.230905407500722,0.168282341600571,0.293528473400874,7.60518297975347,2.84501076407496e-14,0.854910440188257,0.229681716667015,0.179988174852381,0.258562347713056,6,955,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",1.805001273652e-12
"SOD2",0.149406627186048,0.105217667255578,0.193595587116518,7.51022217449435,5.90270989087695e-14,0.827530194598657,0.15028246236511,0.0959366123511597,0.196917235142863,11,1824,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",5,"study_1; study_11; study_4; study_7; study_8",1.57159650844599e-12
"NRGN",0.30404714601875,0.185337044549424,0.422757247488076,7.50861774324406,5.97549280006278e-14,0.974101539806646,NA,NA,NA,5,827,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN",2,"study_1; study_11",1.25246329089316e-11
"NEFL_x",0.413062357962884,0.328258171157523,0.497866544768244,7.38607828544322,1.51222778111992e-13,0.901373347428431,0.397634780023049,0.264173815673279,0.499893584108621,3,724,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",8.63482063019473e-12
"PCSK2",-0.22128828929123,-0.282763059219813,-0.159813519362647,-7.23161149755064,4.77295989503264e-13,0.49769600230229,-0.22157774759344,-0.237320743354165,-0.204972488777817,8,1140,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.3929971841799e-11
"LDHB",0.112697241186423,0.075101196937308,0.150293285435538,7.21963872550635,5.21258689928283e-13,0.907411923271249,0.11359589019598,0.0569515686960159,0.163545146561904,8,1231,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.46697088451245e-11
"NEDD8",0.158672254707475,0.114552707064088,0.202791802350861,7.19996079662501,6.02298741975719e-13,0.801487964631997,NA,NA,NA,4,775,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN",2,"study_1; study_11",1.05201513598426e-10
"GABARAPL2",0.136993488907717,0.101532500052045,0.172454477763389,7.16129121886833,7.99206632750029e-13,0.874973610153016,NA,NA,NA,5,820,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN",2,"study_1; study_11",1.1965265016029e-10
"ENOPH1",0.18797169210643,0.134883847452327,0.241059536760534,7.08704212194636,1.3700869219244e-12,0.335092316207465,0.185461175452625,0.171711649342513,0.197023860162692,5,834,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",7.11199665835304e-11
"DYNLL2",0.117909663646435,0.0791972377460546,0.156622089546815,7.0581614761516,1.68719935004061e-12,0.616695191442959,0.11898226773513,0.0958632905562771,0.14542461760639,8,1162,"study_1_EOAD_vs_CN; study_10_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",4.58452788907587e-11
"PPP3R1",0.314775024113626,0.218821354686679,0.410728693540574,7.03345152466516,2.01485997308348e-12,0,NA,NA,NA,5,578,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN",2,"study_1; study_11",2.44318573917233e-10
"CLEC5A",0.605588274636747,0.452202284914593,0.758974264358902,7.02779985103507,2.0981556920373e-12,0.940017542149403,NA,NA,NA,4,650,"study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_8_EOAD_vs_CN; study_9_EOAD_vs_CN",2,"study_2; study_8",2.44318573917233e-10
"CALB2",0.178569362577793,0.125930799509685,0.2312079256459,7.01009132890616,2.38162609814568e-12,0,0.178672871181372,0.17572594033132,0.183178562633356,6,910,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",1.13325708503432e-10
"SCRN1",0.205093624695632,0.135427801080592,0.274759448310671,6.89766697431715,5.28634921128901e-12,0.856414915113408,NA,NA,NA,4,808,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_5_EOAD_vs_CN",2,"study_1; study_11",5.54009397343088e-10
"HK1",0.125142931628018,0.0889037074507108,0.161382155805326,6.88237232955955,5.88639143690772e-12,0.679180151849214,0.125235401598256,0.114926746435185,0.134372148253287,6,938,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",1.54615881742776e-10
"SNCG",0.18608397001661,0.134051651952067,0.238116288081153,6.83371820053725,8.27414857266124e-12,0,0.184155777165384,0.172271728201825,0.194675066230437,8,973,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Olink_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_4_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",4,"study_1; study_11; study_4; study_7",2.10323518556679e-10
"UBE2N",0.153812262506063,0.104027593763453,0.203596931248672,6.81945982755792,9.138346261955e-12,0.881752864753086,0.153075925561994,0.0950661287034514,0.194956088261619,6,891,"study_1_EOAD_vs_CN; study_11_EOAD_vs_CN; study_2_EOAD_vs_CN; study_3_Soma_EOAD_vs_CN; study_5_EOAD_vs_CN; study_7_EOAD_vs_CN",3,"study_1; study_11; study_7",4.01384285813562e-10
